numenc;descricao
8210040049;TRAVESSIA DE PEDESTRES ILUMINADA
8210041061;TRAVESSIA DE PEDESTRES ILUMINADA
8210042041;TRAVESSIA DE PEDESTRES ILUMINADA
8210042068;TRAVESSIA DE PEDESTRES ILUMINADA
8210044044;TRAVESSIA DE PEDESTRES ILUMINADA
8210046063;TRAVESSIA DE PEDESTRES ILUMINADA
8210047060;TRAVESSIA DE PEDESTRES ILUMINADA
8210048066;TRAVESSIA DE PEDESTRES ILUMINADA
8210053043;TRAVESSIA DE PEDESTRES ILUMINADA
8210066048;HORIZ. SIST. VIARIO PRINCIPAL
8210072048;PROJETO DE SEGURANÇA - PEDESTRE
8210084046;TRAVESSIA DE PEDESTRES ILUMINADA
8210085042;PROJETO DE SEGURANÇA
8210087045;PROJETO DE SEGURANÇA
8210096044;PROJETO DE SEGURANÇA
8310003110;PROJETO OBRA CIVIL
8310035136;REGULAMENTA ESTACIONAMENTO
8310043139;REGULAMENTA ESTACIONAMENTO
8310043139;HORIZ.SIST.VIARIO SECUNDARIO
8310051131;SINALIZAÇAO DE ADVERTENCIA
8310054068;PROJETO OBRA CIVIL
8310061137;SINALIZAÇAO DE ADVERTENCIA
8310117132;HORIZ.SIST.VIARIO SECUNDARIO
8310118139;HORIZONTAL RECAPE
8310118139;HORIZ. SIST. VIARIO PRINCIPAL
8310129068;PROJETO OBRA CIVIL
8310140061;PROJETO OBRA CIVIL
8310141068;PROJETO OBRA CIVIL
8310142064;PROJETO OBRA CIVIL
8310144067;PROJETO OBRA CIVIL
8310156065;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
8310174063;PROJETO OBRA CIVIL
8710032126;PROJETO DE SEGURANÇA - PEDESTRE
8710033122;PROJETO DE SEGURANÇA - PEDESTRE
8710060120;PROJETO DE SEGURANÇA - PEDESTRE
8710276122;PROJETO DE SEGURANÇA - PEDESTRE
9210024133;SEMAFORO ELETRONICO
9310002131;SEMAFORO ELETRONICO
9310007133;SEMAFORO ELETRONICO
9310008130;SEMAFORO ELETRONICO
9310009136;SEMAFORO ELETRONICO
9310136138;SEMAFORO ELETRONICO
9310157135;SEMAFORO ELETRONICO
9310171138;SEMAFORO ELETRONICO
9610043135;SEMAFORO ELETRONICO
9610046134;SEMAFORO ELETRONICO
9610052134;SEMAFORO ELETRONICO
9610052134;PROJETO DE SEGURANÇA - PEDESTRE
9610071139;SEMAFORO ELETRONICO
9610072135;SEMAFORO ELETRONICO
9610073131;SEMAFORO ELETRONICO
9610074138;SEMAFORO ELETRONICO
9610077137;SEMAFORO ELETRONICO
9610078133;SEMAFORO ELETRONICO
9610079130;SEMAFORO ELETRONICO
9610083137;SEMAFORO ELETRONICO
9610084133;SEMAFORO ELETRONICO
9610085130;SEMAFORO ELETRONICO
9610086136;SEMAFORO ELETRONICO
9610088139;SEMAFORO ELETRONICO
