numenc;local
2310273120;PTE   BERNARDO GOLDFARB  - N.1
2310274127;R   LAIANA  X  AV BAGIRU
2310277126;R   JORGE RIZZO  - N.123
2310281123;R   INHATIUM  - N.152 - CEI CASA DA PEQUENA IVETE
2310282090;R   MOURATO COELHO  ENTRE  R INACIO PEREIRA DA ROCHA E  R CARD ARCOVERDE
2310282090;R   SIMAO ALVARES  ENTRE  R CARD ARCOVERDE E  R INACIO PEREIRA DA ROCHA
2310285129;PC   ARITIQUIBA  X  R GUARARAPES
2310286125;R   JOAO MOURA  X  R ABEGOARIA
2310287121;R   INACIO PEREIRA DA ROCHA  ENTRE  R MOURATO COELHO E  R SIMAO ALVARES
2310289124;R   CAPITAL FEDERAL  X  R BRUXELAS
2310292125;R   BARTOLOMEU ZUNEGA  - N.18
2310293121;R   AURELIA  X  R MARIO
2310294128;R   FAUSTOLO  ENTRE  R NSRA DA LAPA E  R MONTEIRO DE MELO
2310296120;R   CAYOWAA  X  R MIN GASTAO MESQUITA
2310297127;AV PROF  FONSECA RODRIGUES  ENTRE  PC PAN - AMERICANA E  R MIRALTA
2310298123;R   VANDERLEI  X  R IPEROIG
2310299120;R IRMAO  GONCALO  X  R MADALENA
2310300128;R   ORIGINAL  X  R MADALENA
2310301124;R   MADALENA  ENTRE  R AMERICO DOS SANTOS E  R IRMAO GONCALO
2310301124;R   MADALENA  - N.501
2310302120;R   NAZARE PAULISTA  X  R VITORINO DE CARVALHO
2310302120;PC PROFA  EMILIA BARBOSA LIMA  X  R VITORINO DE CARVALHO
2310302120;R   NAZARE PAULISTA  X  R PDE CERDA
2310304123;R   ASPICUELTA  X  R FRADIQUE COUTINHO - N.529 - COLÉGIO SNAIL
2310308129;R DR  LUIS AUGUSTO DE QUEIROS ARANHA  X  R JAPIACOIA
2310308129;PC   ELVIRA DE JESUS JARRA  X  R DR LUIS AUGUSTO DE QUEIROS ARANHA
2310309125;R   JOAQUIM ANTUNES  X  R CARD ARCOVERDE
2310310093;R MONS  PASSOS 
2310310093;PC   JOSE CARLOS BURLE  - N.0 - TRAV TIM MAIA
2310312126;AV   MERCEDES  X  R DUARTE DA COSTA
2310314129;R   HENRIQUE SCHAUMANN  X  R LUIS MURAT
2310315125;R   JOAO FRAISSAT  ENTRE  R VESPASIANO E  R SALES GUERRA
2310315125;R   JOAO FRAISSAT  - N.169
2310316121;R   ARACUAI  X  R PEDRALVA
2310317110;R DESEM  VALE  X  R CARAIBAS - DROGARIA SÃO GERALDO (CARAIBAS, 600)
2310320110;R BR DO BANANAL  ENTRE  R MIN FERREIRA ALVES E  R DESEM VALE - N.583 - ESCOLA SÃO GABRIEL
2310320129;R   CAIUBI  X  R DIANA
2310320129;R MIN  FERREIRA ALVES  X  R DIANA
2310320129;R   DIANA  ENTRE  R DESEM VALE E  R BARTIRA
2310320129;R   DIANA  X  R DESEM VALE
2310320129;R   DIANA  X  R BARTIRA
2310321125;R   HIGINO PELLEGRINI  ENTRE  R PDE ANTONIO TOMAS E  R BR DE TEFE
2310322121;R   JOAO MOURA  X  R FRANCISCO FAREL
2310323128;R   ERNESTO NAZARE  X  R HONORATO FAUSTINO
2310325120;R   QUEIMADA GRANDE  ENTRE  R GURUPA E  R JOAO JABOTAM
2310327123;R DR  MIRANDA DE AZEVEDO  ENTRE  R DANIEL CARDOSO E  R PROF ROCCA DORDAL - N.155
2310328120;R   VANDERLEI  X  R APIACAS
2310329126;R   VANDERLEI  X  R APINAJES
2310331120;R   BANIBAS  ENTRE  R MIRALTA E  AV PROF MANUEL JOSE CHAVES
2310332127;R  DOS ESCULTORES  X  AV PROF FONSECA RODRIGUES
2310333123;R   GALENO DE ALMEIDA  X  R OSCAR FREIRE
2310333123;AV DR  ARNALDO  ENTRE  R GALENO DE ALMEIDA E  R OSCAR FREIRE
2310334120;R   JAPUANGA  X  R S DOMINGOS SAVIO
2310335126;R   FRANCISCO FAREL  X  R JOAO MOURA
2310337129;R   JOAO MOURA  X  R AMALIA DE NORONHA
2310337129;R   JOAO MOURA  X  R ASIA
2310338125;R   CORUMBA  X  R ANTONINA
2310340120;R   WISARD  X  R FIDALGA
2310342122;R BR DO BANANAL  X  R CAJAIBA
2310343129;R   CAMINHA DE AMORIM  ENTRE  R PROF TULIO ASCARELLI E  R LIVI
2310343129;R   CAMINHA DE AMORIM  X  R SEBASTIAO RODRIGUES
2310344125;R   FIDALGA  X  R ASPICUELTA
2310346128;R   RICARDO FIGUEIREDO  ENTRE  R ANTONIO TOLEDO PIZA E  R BARTOLOMEU BELLI
2310347124;AV   DIOGENES RIBEIRO DE LIMA  X  AV S GUALTER
2310347124;AV   DIOGENES RIBEIRO DE LIMA  - N.916 - ESCOLA OSWALD DE ANDRADE
2310348120;R   SUCURIU  X  R BERLIOZ
2310349127;AV   DIOGENES RIBEIRO DE LIMA  ENTRE  R DARDANELOS E  R ARIQUEME - RUA PIO XI
2310350125;R   RAUL ADALBERTO DE CAMPOS  ENTRE  R NAZARE PAULISTA E  R MADRE MARIA ANGELICA RESENDE
2310351121;R   NAZARE PAULISTA  X  R PDE CERDA
2310351121;R   NAZARE PAULISTA  X  R VITORINO DE CARVALHO
2310351121;PC PROFA  EMILIA BARBOSA LIMA  X  R NAZARE PAULISTA
2310353124;R   PUTUMUJU  X  PC DR SALES JUNIOR - N.137
2310354120;R   MIRALTA  X  R UMBURANAS
2310355127;R   MIRALTA  X  R BANIBAS
2310356123;R   CAPITAL FEDERAL  X  R APINAJES
2310357120;R   HENRIQUE SCHAUMANN  ENTRE  AV REBOUCAS E  R PAULO GONTIJO DE CARVALHO
2310358126;R   TEODORO SAMPAIO  ENTRE  AV DR ENEAS CARVALHO DE AGUIAR E  AV DR ARNALDO
2310358126;R   TEODORO SAMPAIO  X  AV DR ARNALDO
2310359122;R CEL  MELO DE OLIVEIRA  X  R TUCUNA
2310360120;R   APINAJES  X  R BARTIRA
2310363120;R   SEPETIBA  X  R JARICUNAS
2310365122;R   SEPETIBA  ENTRE  R JOSE BORELLI E  R COSTA MORGADO
2310367125;R   MARIO GUASTINI  X  R PROF MONIZ
2310368121;R   VANDERLEI  X  R CAYOWAA
2310370126;R   FRANCISCO ISOLDI  X  R NATINGUI
2310371122;R BRIG  GAVIAO PEIXOTO  ENTRE  AV MERCEDES E  R ELEUTERIO PRADO
2310374121;PC   ANTONIO SABINO  ENTRE  AV EUSEBIO MATOSO E  R BUTANTA - N.1
2310377120;R   OQUIRA  X  R ENG SA ROCHA
2310378127;AV DR  ARNALDO  ENTRE  R ANTONINA E  R ALEGRETE
2310379123;R DONA  ELISA DE MORAES MENDES  X  PC COMEN MANUEL DE MELO PIMENTA
2310380121;R  DOS MIRANHAS  X  R IQUITOS
2310382124;R   IQUITOS  X  R MORAS
2310382124;R DEP  LACERDA FRANCO  X  R MORAS
2310383120;R   HONORATO FAUSTINO  X  R ERNESTO NAZARE
2310384127;R   CATAO  X  R FABIA
2310385123;R   CAETES  X  R VANDERLEI
2310387126;R  DOS PINHEIROS  X  R ORLANDO VESSONI
2310387126;AV BRIG  FARIA LIMA  X  R DOS PINHEIROS
2310387126;R  DOS PINHEIROS  ENTRE  AV BRIG FARIA LIMA E  R ORLANDO VESSONI
2310391123;R CEL  MELO DE OLIVEIRA  X  R COTOXO
2310391123;R   COTOXO  X  R NOVAIS JUNIOR
2310393126;R   PARACUE  X  R CAYOWAA
2310394114;R   ANTONINA  ENTRE  AV DR ARNALDO E  R DUARTINA
2310394122;R   LISBOA  ENTRE  AV REBOUCAS E  R ALCIDES PERTIGA
2310395129;TV   TIM MAIA  X  R HARMONIA
2310395129;R   HARMONIA  - N.1163
2310396125;R   JACIPORA  X  R HEITOR PENTEADO
2310397121;AV   PEDROSO DE MORAIS  X  R TEODORO SAMPAIO
2310398128;R DR  ALBERTO SEABRA  X  R ALVILANDIA
2310399124;R   HEITOR PENTEADO  X  R JOAO MOURA
2310399124;PC BRA DA BOCAINA  X  R JOAO MOURA
2310400114;AV   POMPEIA  ENTRE  R TURIACU E  AV FRANCISCO MATARAZZO
2310400122;R   IBIQUARA  ENTRE  R HUNGARA E  R TITO
2310402125;R   AIMBERE  X  R VANDERLEI
2310403121;R   TAVARES BASTOS  X  R TUCUNA
2310405116;R   HARMONIA  - N.879 - ESCOLA ESQUILINHO
2310405124;R   ANTONIO DE GOUVEIA GIUDICE  X  R OROBO
2310406120;R   ANTONIO DE GOUVEIA GIUDICE  X  R OROBO
2310408123;R   HARMONIA  ENTRE  R SEN CESAR LACERDA VERGUEIRO E  R MEDEIROS DE ALBUQUERQUE
2310409120;R DONA  ELISA DE MORAES MENDES  X  R JOAO BATISTA CARDOSO
2310410128;R   HORACIO LANE  X  R CARD ARCOVERDE
2310411124;AV   DIOGENES RIBEIRO DE LIMA  X  R BERGAMOTA
2310411124;AV   DIOGENES RIBEIRO DE LIMA  - N.2510
2310411124;AV   DIOGENES RIBEIRO DE LIMA  X  R CERRO CORA
2310411124;AV   DIOGENES RIBEIRO DE LIMA  ENTRE  AV PDE PEREIRA DE ANDRADE E  R CERRO CORA
2310412120;R   CARLOS RATH  X  R PROF MONIZ
2310413127;R   HEITOR PENTEADO  X  PC BRA DA BOCAINA
2310414123;R   FRANCISCO BAYARDO  ENTRE  R CAYOWAA E  R PARIS
2310416126;R   EVANGELISTA RODRIGUES  ENTRE  AV DIOGENES RIBEIRO DE LIMA E  AV DOS SEMANEIROS - R.PROFº DÉCIO REIS
2310418129;R   MEDEIROS DE ALBUQUERQUE  ENTRE  R GERARD DAVID E  R ASPICUELTA
2310422126;R   MORAS  X  R NATINGUI
2310423068;R   ARTUR DE AZEVEDO  X  R OSCAR FREIRE - N.1 - DA RUA ARTUR DE AZEVEDO
2310437115;R   APIACAS  - N.552 - RUA CAIUBI
2310483079;R   MONTEIRO DE MELO  X  R ULPIANO
2410033130;R   CARLOS WEBER  - N.1315
2410449123;R   FELIX GUILHEM  X  R ENG AUBERTIN
2410469124;R   AGAMENON MAGALHAES  - N.283
2910004058;AV  DAS CEREJEIRAS  X  R OSAKA - PRAÇA NIPON
2910005062;R   SERAFIM POLI  X  AV ERNESTO AUGUSTO LOPES
2910007090;AV   ITABERABA  X  AV JOAO PAULO I
2910008100;AV ENG  CAETANO ALVARES  X  R VOLUNTARIOS DA PATRIA
2910008134;AV GAL  ATALIBA LEONEL  ENTRE  R DONA GABRIELA E  R PONTE PENSA
2910009106;AV ENG  CAETANO ALVARES  X  R VOLUNTARIOS DA PATRIA
2910011100;AV   CASA VERDE  X  R DR JORGE BRAND
2910018121;R   BENJAMIN PEREIRA  ENTRE  R STA TERESA DE JESUS E  R CRISTOVAO ARRAES
2910019128;R   MANUEL GAYA  X  R IMBIRAS
2910024105;AV  DO POETA  X  AV JOAO SIMAO DE CASTRO
2910027120;ES  DAS TAIPAS  X  R CAMILLO ZANOTTI
2910029093;R   MARIA AMALIA LOPES AZEVEDO  X  AV ANTONELO DA MESSINA
2910030059;R   DARZAN  X  AV CRUZEIRO DO SUL
2910034046;AV PROF  CELESTINO BOURROUL  X  R SAMPAIO CORREA
2910035093;AV   EDE  X  R CRISPIM DUARTE
2910037096;R   ALFREDO PUJOL  - N.1221 - ENTRE R. VOLUNTÁRIOS DA PÁTRIA E AV. CASA VERDE
2910037126;AV   GUILHERME  X  R JOSE BERNARDO PINTO
2910038041;AV  DO ANASTACIO  X  R WILLIS ROBERTO BANKS
2910038092;AV   GUSTAVO ADOLFO  X  R ITAMONTE
2910038122;AV   INAJAR DE SOUZA  X  AV JERONIMO DE ANDRADE
2910039099;AV   MUTINGA  X  R LUIS CUNHA - R. RIBEIRÃO VERMELHO
2910040046;AV NSRA DO O  X  AV CLAVASIO ALVES DA SILVA
2910043126;R   PAULO DE AVELAR  X  R LUISA SCARPINI
2910043126;R   PAULO DE AVELAR  X  R NILO LUIS MAZZEI
2910046060;R DONA  ANA PIMENTEL  X  R DR COSTA JUNIOR
2910046095;AV   MAZZEI  X  R S NESTOR
2910046125;AV   DIOGENES RIBEIRO DE LIMA  X  R DARDANELOS
2910052125;AV   ARRUDA BOTELHO  - N.255
2910061094;R   CLELIA  X  R JEROAQUARA
2910062066;AV GAL  EDGAR FACO  X  PTE DO PIQUERI - PEDESTRE PRÓX. PONTE DO PIQUERI
2910063097;AV  DO GUACA  X  R CEL JOAQUIM FERREIRA DE SOUZA
2910065090;R   JOSE DE OLIVEIRA COUTINHO  X  R GUSTAV WILLI BORGHOFF - SEMÁFORO DE PEDESTRE
2910069044;AV   BRAZ LEME  X  R DR CESAR
2910073050;R   USHIKICHI KAMIYA  - N.684 - PROX. ESTRADA DE FURNAS
2910076059;R   JOAQUIM AFONSO DE SOUZA  X  R LAVINIO SALLES ARCURI
2910076067;AV DR  ARNALDO  X  R IPEROIG
2910076121;AV   LUIZ DUMONT VILLARES  X  R MARIA CANDIDA
2910077063;AV   SUMARE  ENTRE  R CAIUBI E  PC JOSE VIEIRA DE C. MESQUITA
2910088049;R   CARDOSO DE ALMEIDA  X  R BARTIRA
2910089045;R   CARDOSO DE ALMEIDA  X  R VANDERLEI
2910092046;R   AUGUSTO TOLLE  X  R PEDRO DOLL
2910096041;PC   LUIZ CARLOS MESQUITA 
2910096050;R   ZILDA  X  R CESAR PENA RAMOS
2910096084;R   BARTIRA  X  R CAYOWAA
2910098109;AV   JOAO SIMAO DE CASTRO  X  R ALONSO PERES
2910099067;AV CONS  MOREIRA DE BARROS  X  R LUSO BRASILEIRO
2910100081;R   CAIUBI  X  R AIMBERE
2910103102;AV GAL  ATALIBA LEONEL  X  R TOME PORTES
2910104060;AV   OTTO BAUMGART  X  R JOSE BERNARDO PINTO
2910106063;AV   PARADA PINTO  X  R AGUA PRETA
2910107043;R   AMAMBAI  X  R CURUCA
2910108058;AV   BRAZ LEME  X  R ZANZIBAR
2910108066;AV   PARADA PINTO  X  R AGUA PRETA
2910114090;R   NELSON FRANCISCO  X  R MANUEL PINTO DE CARVALHO
2910116093;AV COMEN  MARTINELLI  X  R DR FREIRE CISNEIRO
2910119092;R   ESTELA BORGES MORATO  X  AV NSRA DO O
2910120090;AV   CRUZEIRO DO SUL  X  R CERQUEIRA LEITE
2910121100;AV   SUMARE  X  R PROF JOAO ARRUDA
2910123049;AV   POMPEIA  X  R VENANCIO AIRES
2910130045;AV   RAIMUNDO PEREIRA DE MAGALHAES  X  AV MIGUEL DE CASTRO
2910134040;AV   NOVA CANTAREIRA  X  R ALM NORONHA
2910135047;R   ISMAEL NERI  X  AV NOVA CANTAREIRA
2910135063;R   CIRENE DE OLIVEIRA LAET  X  R JOSE FIGLIOLINI
2910136043;AV   NOVA CANTAREIRA  X  R EULALIA BASTOS
2910137040;AV CEL  SEZEFREDO FAGUNDES  X  R DO ALTO
2910138046;AV CEL  SEZEFREDO FAGUNDES  X  R DAS GAMBOAS
2910138054;AV   NOVA CANTAREIRA  ENTRE  R DR ZUQUIM E  AV AGUA FRIA
2910138062;R CEL  MARCILIO FRANCO  X  R MAQUINISTA TRIGO
2910138097;R   BONIFACIO CUBAS  X  R RIBEIRO DE MORAIS
2910139042;R   MANUEL GAYA  X  AV CEL SEZEFREDO FAGUNDES
2910139093;R   BONIFACIO CUBAS  X  R PEDROSO XAVIER
2910140040;AV CEL  SEZEFREDO FAGUNDES  - N.100 - MARIA AMALIA LOPES DE AZEVEDO
2910147061;AV   ERMANO MARCHETTI  X  R ENG AUBERTIN
2910149056;AV   CASA VERDE  X  R RELIQUIA
2910150062;R   ABILIO PEDRO RAMOS  X  R IGUARUANA
2910153053;AV ENG  CAETANO ALVARES  X  PC SARG TRANQUILINO SANTANA
2910191087;AV   MUTINGA  X  R GAL LAURO CAVALCANTI DE FARIAS
2910199100;AV   ZUMKELLER  X  AV DO GUACA
2910201104;R   CARDOSO DE ALMEIDA  X  R CAIUBI
2910203107;R   CARDOSO DE ALMEIDA  X  R PARAGUACU
2910217108;R   ALFREDO PUJOL  X  R FREI VICENTE DO SALVADOR
2910218104;R   FRADIQUE COUTINHO  - N.2207 - PEDESTRE
2910220087;AV GAL  ATALIBA LEONEL  X  R AZIR ANTONIO SALTON
2910228053;R   ITAMARATI  X  R TRAIPU
2910232107;R   VOLUNTARIOS DA PATRIA  ENTRE  R ALFREDO GUEDES E  R AVI GIL GUILHERME
2910242102;R   VOLUNTARIOS DA PATRIA  X  R JOSE DEBIEUX
2910243052;R   BENJAMIN PEREIRA  - N.422
2910251055;R   GALATEA  X  R JACUNA
2910263053;AV   PAULO LINCOLN DO VALLE PONTIN  X  R EMILIA MACHADO DE FIGUEIREDO
2910365115;R   TURIACU  X  AV POMPEIA
3110044137;AV CONS  CARRAO  - N.2802
3110049139;R   TUIUTI  - N.2092
3110052130;R DR  LUIS CARLOS  ENTRE  R ANTONIO LINDORO DA SILVA E  R FREI MONT´ALVERNE
3210046131;R   MANAIAS  - N.177 - PROX. R. MONTEIRO SOARES FILHO
3210070130;R  DOS CAPITAES MORES  - N.219
3210096139;AV   MONTEMAGNO  - N.241
3510023137;R   COIMBRA  ENTRE  R BRESSER E  R FIRMIANO PINTO
3510023137;R   BRESSER  ENTRE  R COIMBRA E  R VINTE E UM DE ABRIL
3510038096;R   ITAPETI  - N.721
3510073126;R   ELOI CERQUEIRA  - N.141
3510084063;R ALM  CALHEIROS  - N.380
3510093097;R CONS  COTEGIPE  ENTRE  R ENG ANDRADE JUNIOR E  R ANTONIO TEIXEIRA
3510126106;R   ANTONIO CAMARDO  - N.23
3510152123;R ALM  CALHEIROS  - N.380
3510169085;R   ELEONORA CINTRA  - N.360
3510180070;R DR  CLEMENTINO  ENTRE  R CONS COTEGIPE E  R PROF RODOLFO SAO TIAGO
3510183096;R   SERRA DE BRAGANCA  - N.1409
3510201108;R   TIJUCO PRETO  X  R SERRA DE JAPI
3510202090;PC   SILVIO ROMERO  - N.136
3510205120;R   VINTE E UM DE ABRIL  - N.1531
3510244109;R   TIJUCO PRETO  - N.202
3510256107;R DOM  ANDRES LAMAS  - N.260
3510293100;R   SERRA DE BOTUCATU  X  R ANTONIO DE BARROS
3510360095;R   HERVAL  X  R ELOI CERQUEIRA
3610015047;AV   GUILHERME GIORGI  ENTRE  R ROGERIO GIORGI E  R ENG PEGADO
3610028041;R   SAIGON  X  R BALZAC
3610038128;R PDE  RAPOSO  - N.365
3610039124;R   HIPODROMO  X  R IPANEMA
3610064099;R MADRE DE DEUS  - N.1265
3610067063;R DR  FOMM  - N.238
3610067098;R   CAME  - N.235
3610068116;R   TOBIAS BARRETO  - N.1450
3610081120;R   CUIABA  - N.1200
3610090090;R   ARAPACU  - N.123
3610094125;R   CANUTO SARAIVA  - N.686
3610095121;R   CLEMENTE BONIFACIO  X  R DO ORATORIO - N.2709
3610101121;R   BRUNA  X  R ANDRE SANCHES CUENCA - N.10
3610111127;AV   JOAO XXIII  - N.224
3610127112;R PDE  MAURICIO  X  R DR GABRIEL DE RESENDE
3610138106;PC S  CIRIACO  - N.306
3610143061;AV DR  EDUARDO COTCHING  ENTRE  PC STO ATANASIO E  R ASFALTITE
3610159111;R   IBITINGA  - N.83
3610168110;R   JOAO VIEIRA PRIOSTE  ENTRE  AV GUILHERME GIORGI E  R EVANGELINA
3610188049;R   NOVA TRENTO  X  R PEREIRA BARBOSA
3610192062;R   MADRID  - N.550
3610197129;R   MANAUS  - N.403
3710010098;R   AMERICO SUGAI  - N.1
3710018099;AV   JACU-PESSEGO/N.TRABALHADORES  - N.1
3710020093;AV DOM  HELDER CAMARA  - N.100
3710038103;AV   NORDESTINA  ENTRE  R DR JOSE GUILHERME EIRAS E  R PASCOAL DANIEL
3710040094;R   GERMANO DE MIRANDA  - N.205
3710043115;R   EVANGELINA FERREIRA DESTRO  X  R JOSE ALDO PIASSI
3710061091;AV GOV  CARVALHO PINTO  - N.1
3710067081;R   COSTA REGO  - N.25
3710081114;AV  DOS GURIS  ENTRE  AV TTE LAUDELINO FERREIRA DO AMARAL E  R JACUANGA
3710086060;AV   SOUSA BANDEIRA 
3710086060;AV DR  PEREIRA VERGUEIRO 
3710086060;AV   ALDEIA MANUEL ANTONIO 
3710119081;R STA  RITA DO JACUTINGA  X  R GRAVIOLA
3710120080;R   DOMINGOS DE MARTINS PACHECO  - N.20
3710145074;R   CANINANA  ENTRE  R ANTONIO DIAS DE MOURA E  AV ESTRELA DA NOITE
3710161070;R DESEM  ROCHA PORTELA  - N.1000
3710166047;AV   AMADOR BUENO DA VEIGA 
3710192072;R   DRIADES  X  R CAJAZEIRAS
3710198062;R DR  LUIZ AYRES  - PRÓX. A R. AFONSO PORTO
3710224047;R   FRANCISCO ROJAS  ENTRE  R FRANCISCO GAMBARROTA E  R EUGENIO SANS
3710230071;AV   PASTEUR  - N.576
3710251079;R   RODEIO  X  R DR LUIS CARLOS
3710350115;R   EMBIRA  - N.1
3810014095;R   MARIA EUGENIA CELSO  - N.85
3810024104;R   PEDRO MALAQUIAS 
3810026085;R DR  CAMPOS MOURA  - METRO ARTUR ALVIM
3810027081;R   ANA BALOG BAKOS  X  AV MARIANA DE SOUZA GUERRA
3810027081;R   HIRAN LEITE DE ABREU  X  R CANDIDO XAVIER
3810027081;R   HIRAN LEITE DE ABREU  X  R ANA BALOG BAKOS
3810032085;R   BENEDITO COELHO NETTO  ENTRE  R PAES LANDIN E  AV ITAQUERA
3810043109;AV   RAGUEB CHOHFI  - N.960
3810046094;R CAP  PUCCI  - N.114
3810047090;R   HIPOLITO DE CAMARGO  - N.437
3810048097;AV   GAMELEIRA BRANCA  - N.36
3810054089;ES  DO LAGEADO VELHO  X  ES DOM JOAO NERY
3810058084;R   IGARAPE DA BELA AURORA  ENTRE  R INACIO MONTEIRO E  R IGARAPE GUARA
3810085090;AV   WALDEMAR TIETZ  X  AV PDE ESTANISLAU DE CAMPOS
3810087092;R   FRANCISCO DE MELO PALHETA  X  AV RAGUEB CHOHFI
3810120081;R   FERNANDO GANGA  X  R ACHILLE STEFANI
3910146066;R   MONTE SERRAT  X  R EUCLIDES PACHECO
3910147062;R   EUCLIDES PACHECO  X  R APUCARANA
3910160069;R   MONTE SERRAT  X  R EMILIO MALLET
3910221068;R   MONTE SERRAT  ENTRE  R EMILIO MALLET E  R EUCLIDES PACHECO - R. APUCARANA X R. EMILIO MALLET
3910426115;R   GONCALVES CRESPO  X  R TUIUTI
3910439110;R PRES  ALMEIDA COUTO  X  R PRES COSTA PEREIRA
4110001145;R   ARMORIAL  X  PC MONUMENTO
4110002141;R   COSTA AGUIAR  X  R LORD COCKRANE
4110003148;R CEL  FRANCISCO INACIO  X  R REGINO ARAGAO
4110004136;R   SALVADOR SIMOES  X  R ARCIPRESTE ANDRADE
4110004144;R DR  MARIO SETZER  X  R DR NESTOR ALBERTO DE MACEDO
4110004144;R CEL  SILVERIO MAGALHAES  ENTRE  R FRANCISCO TAPAJOS E  R DR NESTOR ALBERTO DE MACEDO
4110005132;R   SALVADOR SIMOES  X  R ARCIPRESTE ANDRADE
4110005140;R CEL  SILVERIO MAGALHAES  ENTRE  R FRANCISCO TAPAJOS E  R DR NESTOR ALBERTO DE MACEDO
4110006147;R DR  MARIO VICENTE  X  R ARCIPRESTE EZEQUIAS
4110008140;AV   MIGUEL ESTEFANO  ENTRE  R CESAR BATISTA E  R BARRETO MUNIZ
4110009138;R DR  MARIO VICENTE  - N.910 - ENTRE OS NUMERAIS 910 E 920
4110011140;R   DESCAMPADO  ENTRE  R TAQUARICHIM E  AV CEL JOSE PIRES DE ANDRADE
4110014140;R   CACHOEIRA DOURADA  X  R MANUEL MANCOS
4110015146;R   BENITO GARCIA  X  R CHARLES ASTOR
4110016142;R   MACHADO DE ASSIS  - N.680
4110017149;R DOM  MIGUEL COSTA  X  R DOM LUCIO DE SOUSA
4110018145;R   ARTUR SABOIA  X  AV ARMANDO FERRENTINI
4110019141;R   IZONZO  ENTRE  R BUDAPESTE E  R BETA
4110022142;PC   MONUMENTO  ENTRE  R LEAIS PAULISTANOS E  R DOS SOROCABANOS - N.197
4110023149;R DESEM  ARAGAO  - N.248
4110024145;R   VERGUEIRO  ENTRE  R MURIAE E  AV DR GENTIL DE MOURA
4110026130;R   GUINLE  X  R MARIANO PROCOPIO
4110026148;R   JOSE CHIMENTI  X  R XAVIER CURADO
4110027144;R   SALVADOR SIMOES  X  R DR ELISIO DE CASTRO
4110038138;R PROF  RAUL PEDERNEIRAS  X  PC PESTALOZZI
4110138132;AV PDE  ARLINDO VIEIRA  - N.1919 - R.GEORGES BIZET
4110151139;R   JERONIMO DE ALBUQUERQUE  - N.55
4110153131;AV PREF  FABIO PRADO  X  R MALEBRANCHE
4110153131;AV PREF  FABIO PRADO  ENTRE  R MALEBRANCHE E  R PEDRO NICOLE
4110158133;R   MURIAE  X  R SALVADOR SIMOES
4110159130;AV PRES  WILSON  - N.2911 - CANTEIRO ENTRE AV DO ESTADO
4110159130;AV  DO ESTADO  - N.2911 - OPOSTO PRES WILSON
4110167132;R   CLEMENTE PEREIRA  - N.336
4110169135;R   ITAIBI  ENTRE  AV DO CURSINO E  R ASSUNGUI
4110171130;R   POMPEO LEONI  ENTRE  R JULIO FELIPE GUEDES E  R JOSE SERDEIRA RIBAS
4110172136;R   CIPRIANO BARATA  X  R LEAIS PAULISTANOS
4110175135;R   JOSE CHIMENTI  X  R MANIFESTO
4110176131;R   MOREIRA DE GODOI  X  R VICENTE DA COSTA - N.456
4110177138;R   OLIVEIRA ALVES  - N.520
4110178134;R   ALICE DOS SANTOS VIEIRA  X  R FRANCISCO MARIA CAROPRESO
4110182131;R  DO BOQUEIRAO  - N.553
4110186137;R DOM  BERNARDO NOGUEIRA  X  R VIG ALBERNAZ
4110187133;R VIG  ALBERNAZ  - N.884
4110188130;R   GAMA CERQUEIRA  - N.188
4110189136;R   RIBEIRO LACERDA  X  R OSCAR BRESSANE
4110190134;R CEL  DIOGO  X  R MARIANO PROCOPIO
4110192137;R DOM  ANTONIO BARREIROS  ENTRE  R VIG ALBERNAZ E  R DOM BERNARDO NOGUEIRA
4110193133;PC BR DE STUDART  X  R BELGRADO
4110195136;R   ANTONIO BEZERRA  X  R TAQUARICHIM
4110196132;R  DO BOQUEIRAO  - N.395 - RUA JOSÉ ROMANI
4110197139;R   JEAN DE LA HUERTA  ENTRE  R DO BOQUEIRAO E  R NSRA DA SAUDE
4110198135;R FREI  JOAO  X  R VERGUEIRO
4110199131;PC BR DE STUDART  ENTRE  R BELGRADO E  R ELBA
4110200130;PC MAJ  GUILHERME BARBOSA  ENTRE  R ILIRIA E  R AMERICO SAMARONE
4110201136;R   CESAR BECCARIA  ENTRE  R DR ROBERTO DE ALMEIDA VINHAS E  R CRISOLITA
4110201136;PC   RENE JUPILLAT  X  R DR ROBERTO DE ALMEIDA VINHAS
4110201136;R PROF  BRASIL MACHADO DE CAMPOS  X  R CRISOLITA
4110203139;R  DO ARRAIAL  X  R STA CRUZ
4110203139;R VISC DE GUARATIBA  X  R STA CRUZ
4110205131;R   RIGA  X  R IZONZO
4110206138;R   RIBEIRO DO AMARAL  X  R XAVIER DE ALMEIDA
4110209137;R   INGLES DE SOUSA  X  R ROBERTSON
4110209137;R   TEODURETO SOUTO  X  R ROBERTSON
4110209137;R   ROBERTSON  ENTRE  R AMARANTE E  R MESQUITA
4110211131;R   ROBERTSON  - N.566
4110213134;R  DO PARAISO  ENTRE  R CHUI E  R NILO
4110215137;R   APENINOS  ENTRE  R CORREIA DIAS E  R DR DOS EDUARDO AMARO
4110216133;R   APENINOS  ENTRE  R CORREIA DIAS E  R DR DOS EDUARDO AMARO
4110216133;R   ARUJA  - N.960 - RUA APENINOS
4210011134;AV   CUPECE  ENTRE  R PROF RODOLPHO DE FREITAS E  R PROF FELICIO CINTRA DO PRADO
