MODALIDADE;CADASTRO;VALIDADE;SITUACAO;DT_NASCIMENTO;LOCAL_PONTO;PONTUACAO
TAXI;9026630;24/09/2014;ATIVO;21/10/1957;;10
TAXI;9027637;03/08/2014;ATIVO;18/09/1954;20040997;5
TAXI;9030239;04/02/2018;ATIVO;06/01/1958;;10
TAXI;9033130;12/12/2016;ATIVO;03/12/1955;11060182;10
TAXI;9038639;11/10/2015;ATIVO;20/01/1961;;10
TAXI;9057633;03/06/2016;ATIVO;;22100024;10
TAXI;9062033;09/04/2016;ATIVO;25/05/1939;;5
TAXI;9067230;28/10/2014;ATIVO;05/10/1959;24000140;5
TAXI;9085033;20/06/2016;ATIVO;20/07/1951;18080049;10
TAXI;9086536;07/07/2015;ATIVO;30/07/1960;;5
TAXI;9094830;11/03/2014;BLOQUEADO;15/03/1964;;140
TAXI;9100334;16/02/2015;ATIVO;27/04/1955;;5
TAXI;9109439;22/09/2011;CANCELADO;21/12/1955;;40
TAXI;9125639;16/03/2014;ATIVO;18/02/1960;18040080;10
TAXI;9127437;26/01/2017;ATIVO;11/03/1952;5140013;10
TAXI;9127631;18/05/2014;ATIVO;;4220099;5
TAXI;9138331;21/07/2014;ATIVO;12/10/1959;12040347;10
TAXI;9146334;26/04/2017;ATIVO;02/05/1952;;10
TAXI;9155236;07/01/2019;ATIVO;23/01/1954;5100046;10
TAXI;9160736;18/04/2016;ATIVO;22/03/1943;24000809;10
TAXI;9169636;01/04/2014;ATIVO;30/04/1954;17020034;5
TAXI;9177434;03/04/2017;ATIVO;14/04/1952;;10
TAXI;9180338;19/04/2018;ATIVO;12/04/1958;17060265;5
TAXI;9184732;09/02/2014;ATIVO;05/03/1949;7080042;10
TAXI;9199136;24/03/2014;ATIVO;15/09/1948;23040327;10
TAXI;9207635;10/05/2015;BLOQUEADO;30/08/1958;;20
TAXI;9210733;06/04/2018;ATIVO;15/07/1958;15160017;10
TAXI;9215735;23/11/2014;ATIVO;21/04/1952;22080147;10
TAXI;9223630;12/12/2016;ATIVO;;7100132;5
TAXI;9227733;17/03/2014;BLOQUEADO;04/03/1949;;10
TAXI;9234535;09/03/2016;ATIVO;12/04/1959;24001287;10
TAXI;9237038;04/03/2018;ATIVO;25/03/1958;11060182;10
TAXI;9237135;05/09/2016;ATIVO;18/09/1956;22100032;5
TAXI;9239537;05/10/2014;ATIVO;09/11/1949;17120713;5
TAXI;9241035;04/06/2017;ATIVO;27/09/1942;;5
TAXI;9243534;03/03/2014;ATIVO;;;5
TAXI;9251731;03/09/2014;ATIVO;03/08/1959;20020180;5
TAXI;9256334;20/10/2015;ATIVO;30/10/1950;;10
TAXI;9257136;13/09/2016;ATIVO;19/10/1943;17100011;5
TAXI;9266437;17/06/2018;ATIVO;21/07/1948;2040069;5
TAXI;9274537;23/01/2017;ATIVO;27/10/1947;;5
TAXI;9283137;19/11/2018;ATIVO;20/12/1953;24000051;5
TAXI;9297332;30/03/2015;BLOQUEADO;27/04/1954;17040450;10
TAXI;9303634;05/01/2015;ATIVO;22/01/1954;2040093;10
TAXI;9309730;21/08/2014;ATIVO;;20120177;5
TAXI;9317333;22/08/2016;ATIVO;26/09/1951;;10
TAXI;9325336;07/02/2016;ATIVO;27/03/1956;20040342;10
TAXI;9328637;23/10/2017;ATIVO;20/11/1956;22080147;5
TAXI;9330437;22/07/2015;ATIVO;;2120224;5
TAXI;9332731;20/07/2017;ATIVO;;;5
TAXI;9335234;14/11/2017;ATIVO;;17120144;10
TAXI;9349235;23/04/2015;ATIVO;29/05/1955;23040327;5
TAXI;9353739;22/03/2015;CASSADO;02/07/1940;;20
TAXI;9360336;07/11/2018;ATIVO;27/11/1948;13140183;10
TAXI;9363734;14/06/2013;?BITO;09/07/1942;17100240;5
TAXI;9364935;05/05/2014;ATIVO;15/06/1959;;5
TAXI;9365435;18/06/2017;ATIVO;;23080043;40
TAXI;9371931;05/05/2016;ATIVO;23/06/1963;24000477;5
TAXI;9384839;24/08/2016;ATIVO;21/09/1950;;5
TAXI;9388737;23/08/2015;ATIVO;07/09/1962;;10
TAXI;9399631;22/11/2018;ATIVO;19/12/1958;24001724;5
TAXI;9402136;03/02/2016;ATIVO;11/02/1956;;10
TAXI;9406638;01/06/2015;ATIVO;08/07/1960;11060182;10
TAXI;9406930;15/06/2016;ATIVO;07/08/1943;17080622;5
TAXI;9432337;06/07/2016;ATIVO;03/09/1956;24000850;5
TAXI;9443630;01/12/2016;ATIVO;01/12/1953;11080310;10
TAXI;9445030;12/01/2015;ATIVO;;2120178;5
TAXI;9449434;08/12/2014;ATIVO;19/01/1955;24001287;5
TAXI;9464433;08/11/2015;ATIVO;03/12/1945;;10
TAXI;9464638;28/04/2013;CANCELADO;09/02/1952;;20
TAXI;9466630;27/11/2018;ATIVO;12/12/1953;24000671;5
TAXI;9471138;14/10/2015;?BITO;28/11/1955;19140070;5
TAXI;9487832;16/07/2017;ATIVO;28/08/1957;24000299;5
TAXI;9492135;01/06/2015;ATIVO;01/06/1956;18080669;5
TAXI;9494537;07/02/2017;ATIVO;28/02/1957;12040347;10
TAXI;9499830;26/01/2014;ATIVO;18/02/1959;24001317;5
TAXI;9504630;09/12/2015;ATIVO;;20100094;5
TAXI;9519335;14/01/2016;ATIVO;17/03/1959;2040069;5
TAXI;9523030;07/03/2018;ATIVO;24/03/1958;23040327;10
TAXI;9525130;29/10/2014;ATIVO;30/10/1954;;10
TAXI;9529039;15/09/2013;CANCELADO;13/09/1948;;10
TAXI;9538836;09/01/2017;ATIVO;06/01/1957;;10
TAXI;9539433;09/03/2015;ATIVO;10/05/1955;;5
TAXI;9541330;05/03/2017;ATIVO;26/03/1957;12060356;10
TAXI;9551735;28/12/2016;ATIVO;27/01/1956;17120063;5
TAXI;9552138;06/10/2014;ATIVO;16/10/1949;12020087;5
TAXI;9561234;18/04/2016;ATIVO;;;10
TAXI;9581936;24/03/2015;ATIVO;;23080108;10
TAXI;9598936;23/08/2015;ATIVO;18/08/1955;17080240;15
TAXI;9611436;17/05/2015;ATIVO;15/06/1950;24000442;5
TAXI;9620931;04/06/2018;ATIVO;16/04/1957;;10
TAXI;9626930;04/01/2015;ATIVO;09/02/1945;;10
TAXI;9634231;08/06/2014;ATIVO;10/08/1949;24000370;10
TAXI;9652132;02/02/2018;ATIVO;20/02/1952;24000051;5
TAXI;9665633;26/07/2016;ATIVO;18/03/1956;24000809;15
TAXI;9670033;18/06/2018;ATIVO;07/07/1963;18040780;10
TAXI;9697535;30/05/2014;ATIVO;15/06/1959;18120067;5
TAXI;9706739;28/09/2016;ATIVO;07/09/1955;;10
TAXI;9709738;09/03/2016;ATIVO;09/06/1956;2080125;5
TAXI;9710833;26/03/2018;ATIVO;21/04/1948;12080217;10
TAXI;9713336;06/02/2019;ATIVO;20/02/1954;2120100;30
TAXI;9715436;24/08/2014;ATIVO;29/08/1959;17060109;10
TAXI;9715835;12/05/2016;ATIVO;15/05/1956;;20
TAXI;9726136;13/08/2018;ATIVO;16/09/1948;7080085;10
TAXI;9728236;19/08/2006;CANCELADO;19/08/1951;;40
TAXI;9732934;27/08/2015;ATIVO;14/10/1955;;10
TAXI;9735631;11/04/2018;ATIVO;;;20
TAXI;9736239;13/12/2017;ATIVO;25/04/1958;;10
TAXI;9736832;21/02/2018;ATIVO;29/04/1956;13140108;5
TAXI;9742336;05/08/2001;CANCELADO;;;60
TAXI;9758330;10/03/2012;?BITO;;2060078;10
TAXI;9760830;03/01/2017;ATIVO;;17100020;5
TAXI;9762833;22/11/2007;CANCELADO;;;120
TAXI;9771832;08/04/2014;ATIVO;07/10/1948;17060877;5
TAXI;9774432;29/01/2015;ATIVO;10/04/1954;;15
TAXI;9782036;26/01/2016;BLOQUEADO;10/12/1949;;100
TAXI;9793739;14/05/2013;CANCELADO;24/03/1949;;5
TAXI;9795332;14/08/2016;?BITO;12/09/1943;17060907;10
TAXI;9802134;26/08/2016;ATIVO;06/04/1956;;20
TAXI;9806431;29/11/2018;ATIVO;21/02/1963;4080068;40
TAXI;9807136;24/06/2016;ATIVO;01/07/1951;;20
TAXI;9810633;30/10/2017;ATIVO;15/12/1952;;5
TAXI;9811737;08/04/2009;CANCELADO;08/04/1949;;120
TAXI;9819630;21/12/2009;CANCELADO;21/01/1941;7080085;5
TAXI;9820035;02/02/2017;ATIVO;;;5
TAXI;9825630;19/04/2016;ATIVO;12/05/1951;20140274;10
TAXI;9825835;26/11/2014;ATIVO;;17060141;5
TAXI;9836039;06/03/2018;ATIVO;18/04/1951;24000124;10
TAXI;9844031;14/05/2009;CANCELADO;07/06/1959;;400
TAXI;9845836;13/06/2018;ATIVO;08/06/1955;;5
TAXI;9846638;22/11/2016;ATIVO;02/08/1948;;10
TAXI;9849734;20/08/2017;ATIVO;19/09/1957;;5
TAXI;9852832;09/09/2013;CANCELADO;18/09/1953;;5
TAXI;9884530;18/07/2014;ATIVO;10/09/1954;24001287;5
TAXI;9886036;24/03/2015;ATIVO;06/05/1950;18040098;5
TAXI;9887539;09/09/2015;ATIVO;11/10/1950;24000493;10
TAXI;9888330;05/11/2016;ATIVO;30/01/1941;23040122;10
TAXI;9888632;27/06/2016;ATIVO;15/08/1951;11100222;10
TAXI;9892834;11/03/2015;ATIVO;11/04/1951;1100068;5
TAXI;9896732;10/09/2015;ATIVO;23/09/1962;;5
TAXI;9904930;22/09/2008;CANCELADO;22/09/1948;;20
TAXI;9907734;21/07/2014;ATIVO;21/09/1958;17060206;5
TAXI;9911634;12/07/2017;ATIVO;28/07/1952;12100226;10
TAXI;9915036;01/10/2016;ATIVO;08/10/1943;;15
TAXI;9919031;25/06/2014;ATIVO;02/02/1949;18100066;5
TAXI;9920234;11/06/2016;ATIVO;05/07/1951;11100222;5
TAXI;9925139;28/12/2015;ATIVO;11/02/1956;11100176;5
TAXI;9927638;19/05/2015;ATIVO;15/05/1950;;30
TAXI;9952535;14/01/2014;CANCELADO;;18080545;5
TAXI;9958738;06/11/2013;CANCELADO;05/12/1958;;10
TAXI;9970231;07/03/2015;ATIVO;19/07/1943;11100060;10
TAXI;9975934;20/12/1992;CASSADO;;;20
TAXI;9983732;23/09/2016;ATIVO;15/08/1944;;25
TAXI;9983937;29/06/2014;ATIVO;21/07/1949;24000027;5
TAXI;9987037;06/07/2014;ATIVO;29/08/1954;23040351;5
TAXI;9998136;01/10/2014;ATIVO;03/07/1954;;10
TAXI;10008730;10/08/2013;CANCELADO;20/10/1931;12040347;10
TAXI;10014730;03/03/2015;ATIVO;06/03/1960;;10
TAXI;10016937;18/08/2016;ATIVO;06/02/1961;2060078;10
TAXI;10026533;06/07/2016;ATIVO;23/08/1951;18100066;10
TAXI;10050035;10/05/2015;BLOQUEADO;01/03/1944;;15
TAXI;10051635;12/01/2015;ATIVO;20/12/1959;5100070;10
TAXI;10058834;16/08/2015;ATIVO;09/10/1960;17040388;5
TAXI;10059636;28/01/2019;ATIVO;19/03/1959;24000671;10
TAXI;10062432;04/06/2016;ATIVO;20/06/1943;11100222;5
TAXI;10079637;10/12/2016;ATIVO;26/07/1957;11100222;5
TAXI;10090037;11/03/2018;ATIVO;23/05/1958;17100232;5
TAXI;10095535;16/08/2016;ATIVO;15/09/1961;2060116;10
TAXI;10099735;28/01/2017;ATIVO;;11120037;5
TAXI;10107037;07/10/2014;ATIVO;20/09/1960;;5
