MODALIDADE;LICENÇA;TIPO_TERMO;NRO_TERMO;TIPO_ATUACAO
ESCOLAR;961800;Termo Permissão;3190;TITULAR
ESCOLAR;962900;Termo Permissão;19;TITULAR
ESCOLAR;963000;Termo Permissão;1210;TITULAR
ESCOLAR;965400;Termo Permissão;4250;TITULAR
ESCOLAR;965500;Termo Permissão;7362;TITULAR
ESCOLAR;965800;Termo Permissão;3190;TITULAR
ESCOLAR;965900;Termo Permissão;1270;TITULAR
ESCOLAR;966200;Termo Permissão;4040;TITULAR
ESCOLAR;966500;Termo Permissão;1020;TITULAR
ESCOLAR;966900;Termo Permissão;4470;TITULAR
