Codigo;Marca
312399;M.B./M. BENZ L 2216                
312499;M.B./M. BENZ L 2219                
312500;M.BENZ/LO 608 D                    
312501;M.B./M. BENZ L 608 E               
312502;M.BENZ/608 RHINUS 600              
312503;M.BENZ/L 608 D                     
312599;M.B./M. BENZ L 608 D               
312601;M.B./M. BENZ L 610 E               
312699;M.B./M. BENZ L 610                 
312799;M.B./M. BENZ LA 1313               
312899;M.B./M. BENZ LA 1316               
312999;M.B./M. BENZ LAK 1313              
313099;M.B./M. BENZ LAK 1316              
313199;M.B./M. BENZ LB 2213               
313299;M.B./M. BENZ LB 2216               
313399;M.B./M. BENZ LB 2219               
313401;M.BENZ/L 1218 R                    
313402;M.BENZ/LK 1218 R                   
313406;M.BENZ/LK 1218                     
313499;M.B./M. BENZ LK 1113               
313599;M.B./M. BENZ LK 1313               
313699;M.B./M. BENZ LK 1316               
313799;M.B./M. BENZ LK 1513               
313899;M.B./M. BENZ LK 1516               
313900;M.BENZ/LS1519 T.GALEGO             
313999;M.B./M. BENZ LK 1519               
314099;M.B./M. BENZ LK 2213               
314199;M.B./M. BENZ LK 2216               
314299;M.B./M. BENZ LK 2219               
314516;M.BENZ/LS 1630 E                   
314599;M.B./M. BENZ LS 1113               
314601;M.B./M. BENZ LS 1313 A             
314699;M.B./M. BENZ LS 1313               
314799;M.B./M. BENZ LS 1519               
314899;M.B./M. BENZ LS 1524               
314999;M.B./M. BENZ LS 1929               
315099;M.B./M. BENZ LS 1932               
315199;M.D./MAGIRUS DEUTZ                 
315201;SCANIA/P 93 H 4X2 250              
315202;SCANIA/R164GA6X4NZ 480             
315203;SCANIA/R164GA4X2NZ 480             
315204;SCANIA/R164CA8X4MZ  480            
315205;SCANIA/R164GA6X4NA 480             
315207;SCANIA/R164GB6X4NZ 480             
315209;SCANIA/R164CB6X4NZ580              
315211;SCANIA/R 420 A4X2                  
315212;SCANIA/R 470 A6X4                  
315214;SCANIA/G 420 A6X4                  
315216;SCANIA/G 440 A4X2                  
315218;SCANIA/G 420 B6X4                  
315220;SCANIA/G 420 A6X2                  
315224;SCANIA/G 470 B6X4                  
315225;SCANIA/G 470 A6X4                  
315226;SCANIA/G 470 A6X2                  
315227;SCANIA/R 440 A6X4                  
315228;SCANIA/R 440 A6X2                  
315229;SCANIA/R 440 A4X2                  
315230;SCANIA/G 440 B8X4                  
315232;SCANIA/G 440 A6X4                  
315233;SCANIA/G 440 A6X2                  
315235;SCANIA/G 420 B4X2                  
315239;SCANIA/G 380 A6X2                  
315242;SCANIA/R 580 B6X4                  
315243;SCANIA/R 580 A6X4                  
315244;SCANIA/R 500 A6X4                  
315245;SCANIA/R 500 A6X2                  
315247;SCANIA/R 470 A6X2                  
315248;SCANIA/R 470 A4X2                  
315249;SCANIA/G 470 A4X2                  
315250;SCANIA/R 420 A6X4                  
315251;SCANIA/P 420 B8X4                  
315253;SCANIA/P 420 B6X4                  
315254;SCANIA/G 420 A4X2                  
315255;SCANIA/P 420 A6X4                  
315256;SCANIA/R 380 A6X2                  
315257;SCANIA/R 380 A4X2                  
315261;SCANIA/G 380 A4X2                  
315263;SCANIA/P 340 A4X2                  
315264;SCANIA/P 340 A6X2                  
315266;SCANIA/P 340 B6X4                  
315270;SCANIA/P 270 A4X2                  
315271;SCANIA/P 270 B4X2                  
315272;SCANIA/P 270 B6X2                  
315273;SCANIA/P 270 B6X4                  
315274;SCANIA/P 310 A4X2                  
315279;SCANIA/P 310 B6X4                  
315281;SCANIA/G 340 A4X2                  
315283;SCANIA/R 580 B4X2                  
315285;SCANIA/P 380 A6X2                  
315290;I/SCANIA R 440 LA4X2HSZ            
315292;SCANIA/LOC G420 A6X4 TRA           
315293;SCANIA/LOC R113E 6X4 TRA           
315294;SCANIA/R 580 A6X2                  
315297;SCANIA/P 310 B8X2                  
315299;SCANIA/SCANIA                      
315409;SCANIA/G 440 B6X4 CS               
315417;SCANIA/G 480 A6X4 CS               
315426;SCANIA/P 250 B6X2 CS               
315427;SCANIA/P 250 B8X2 CS               
315430;SCANIA/P 250 B6X4 CS               
315432;SCANIA/P 250 B4X2 CS               
315451;SCANIA/P 310 B6X4 CS               
315452;SCANIA/P 310 B8X2 CS               
315455;SCANIA/P 310 B8X4 CS               
315463;SCANIA/P 360 B6X4 CS               
315469;SCANIA/P 360 A6X2 CS               
315480;SCANIA/P 400 B6X4 CS               
315492;SCANIA/G 360 A6X2                  
315494;SCANIA/G 360 A4X2                  
315499;SCANIA/SCANIA L 100                
315503;SCANIA/G 400 A6X2 4                
315505;SCANIA/G 400 A6X2                  
315510;SCANIA/G 400 A4X2                  
315520;SCANIA/G 440 A4X2                  
315522;SCANIA/G 440 A6X2                  
315528;SCANIA/G 440 A6X4                  
315530;SCANIA/G 440 B6X4                  
315535;SCANIA/G 480 A6X4                  
315552;SCANIA/R 620 A6X2                  
315554;SCANIA/R 620 A6X4                  
315566;SCANIA/R 560 A6X4                  
315580;SCANIA/R 400 A4X2                  
315581;SCANIA/R 400 A6X2                  
315583;SCANIA/R 440 A6X2                  
315586;SCANIA/R 440 A4X2                  
315591;SCANIA/R 440 A6X4                  
315597;SCANIA/R 480 A6X2                  
315598;SCANIA/R 480 A6X4                  
315599;SCANIA/SCANIA L 101                
315611;SCANIA/R 480 A4X2                  
315625;SCANIA/P 250 B8X2                  
315628;SCANIA/P 250 B6X2                  
315630;SCANIA/P 250 B4X2                  
315633;SCANIA/P 250 B6X4                  
315636;SCANIA/P 250 A4X2                  
315647;SCANIA/P 270 A4X2                  
315652;SCANIA/P 310 A4X2                  
315655;SCANIA/P 310 B8X2                  
315658;SCANIA/P 310 B6X4                  
315660;SCANIA/P 310 B6X2                  
315663;SCANIA/P 360 B6X4                  
315669;SCANIA/P 360 A6X2 4                
315672;SCANIA/P 360 A6X2                  
315674;SCANIA/P 360 A4X2                  
315679;SCANIA/P 400 A6X4                  
315693;SCANIA/P440 B4X4 FF                
315699;SCANIA/SCANIA L 110                
315701;SCANIA/SCANIA L 111 S              
315799;SCANIA/SCANIA L 111                
315899;SCANIA/SCANIA L 75                 
315999;SCANIA/SCANIA L 76                 
316099;SCANIA/SCANIA LK 111               
316199;SCANIA/SCANIA LK 140               
316299;SCANIA/SCANIA LK 141               
316399;SCANIA/SCANIA LKS 140              
316499;SCANIA/SCANIA LKS 141              
316599;SCANIA/SCANIA LKT 140              
316699;SCANIA/SCANIA LKT 141              
316799;SCANIA/SCANIA LS 100               
316899;SCANIA/SCANIA LS 101               
316999;SCANIA/SCANIA LS 110               
317099;SCANIA/SCANIA LS 111               
317199;SCANIA/SCANIA LS 75                
317299;SCANIA/SCANIA LS 76                
317399;SCANIA/SCANIA LT 110               
317499;SCANIA/SCANIA LT 111               
317599;SCANIA/SCANIA LT 76                
317699;SCANIA/SCANIA R112 E 6X4           
317701;SCANIA/SCANIA R112 H 4X2           
317702;SCANIA/SCANIA R112 H 6X2           
317703;SCANIA/SCANIA R112 HS 4X2          
317799;SCANIA/SCANIA R112 H               
317899;SCANIA/SCANIA R112 MA4X2           
317902;SCANIA/SCANIA R142 E 6X4           
317903;SCANIA/R 142 HK                    
317999;SCANIA/SCANIA R142 E               
318001;SCANIA/SCANIA R142 HS 4X2          
318099;SCANIA/SCANIA R142 H 4X2           
318199;SCANIA/SCANIA R142 MA4X2           
318401;SCANIA/T 112 ES 6X4                
318402;SCANIA/T 112 HK                    
318499;SCANIA/SCANIA T112 E 6X4           
318501;SCANIA/SCANIA T112 H 6X2           
318502;SCANIA/SCANIA T112 H 4X2           
318503;SCANIA/SCANIA T112 HS 4X2          
318599;SCANIA/SCANIA T112 H               
318699;SCANIA/SCANIA T112 MA4X2           
318799;SCANIA/SCANIA T142 E 6X4           
318899;SCANIA/SCANIA-VABIS 75             
318999;SCANIA/SCANIA-VABIS 76             
319100;VOLVO/VM17 210 4X2R                
319101;VOLVO/VM23 240 6X2R                
319103;VOLVO/VM17 240 4X2R                
319104;VOLVO/VM23 210 6X2R                
319108;VOLVO/VM 4X2                       
319109;VOLVO/VM 6X4                       
319110;VOLVO/VM                           
319111;VOLVO/VM 310 4X2T                  
319112;VOLVO/VM 310 6X4R                  
319113;VOLVO/VM 260 6X4R                  
319114;VOLVO/VM 260 6X2R                  
319115;VOLVO/VM 260 4X2R                  
319116;VOLVO/VM 210 6X2R                  
319117;VOLVO/VM 210 4X2R                  
319118;VOLVO/VM 260 6X2 MASTER            
319120;VOLVO/MULTIEIXO VM260 ED           
319121;VOLVO/VM260 PMERECHIM 82           
319122;VOLVO/FM 370 4X2T                  
319123;VOLVO/FM 370 6X2T                  
319124;VOLVO/MULTIEIXO VM260 CM           
319125;VOLVO/MULTIEIXO NL 10 CM           
319129;VOLVO/FM370 6X4R                   
319135;VOLVO/VM 310 RODOPR PLAT           
319136;VOLVO/VM310 RODOCAP CM             
319137;VOLVO/VM 270 6X2R                  
319138;VOLVO/VM 270 6X4R                  
319139;VOLVO/VM 270 4X2R                  
319140;VOLVO/VM 220 4X2R                  
319141;VOLVO/VM 220 6X2R                  
319142;VOLVO/VM 330 4X2R                  
319143;VOLVO/VM 330 4X2T                  
319144;VOLVO/VM 330 6X4R                  
319145;VOLVO/FM370 4X2R                   
319146;VOLVO/FM370 6X4R                   
319148;VOLVO/VM330 6X2R                   
319159;VOLVO/FH520 FERRARI CT             
319199;VOLVO/VOLVO                        
319201;VOLVO/VOLVO N 10 H                 
319202;VOLVO/VOLVO N 10 HT IC             
319203;VOLVO/VOLVO N 10 XH                
319204;VOLVO/VOLVO N 10 XH IC             
319205;VOLVO/VOLVO N 10 XHT               
319206;VOLVO/VOLVO N 10 XHT A             
319207;VOLVO/VOLVO N 10 XHT IC            
319208;VOLVO/VOLVO N 1016                 
319209;VOLVO/VOLVO N 1020                 
319210;VOLVO/VOLVO N 1033                 
319211;VOLVO/N10 INTERCOOLER II           
319212;VOLVO/N  10 TURBO II               
319299;VOLVO/VOLVO N 10                   
319301;VOLVO/VOLVO N 12 HT IC             
319302;VOLVO/VOLVO N 12 XH                
319303;VOLVO/VOLVO N 12 XH IC             
319304;VOLVO/VOLVO N 12 XHT               
319305;VOLVO/VOLVO N 12 XHT IC            
319306;VOLVO/VOLVO N 1233                 
319307;VOLVO/VOLVO N 1220                 
319308;VOLVO/N12 INTERCOOLER II           
319399;VOLVO/VOLVO N 12                   
319401;VOLVO/FH12340 6X4R                 
319402;VOLVO/FH12380 6X4R                 
319403;VOLVO/FH12420 6X4R                 
319404;VOLVO/FH12340 4X2R                 
319405;VOLVO/FH12380 4X2R                 
319406;VOLVO/FH12420 4X2R                 
319407;VOLVO/NH12340 6X4R                 
319408;VOLVO/NH12380 6X4R                 
319409;VOLVO/NH12420 6X4R                 
319412;VOLVO/FH 440 6X2T                  
319413;VOLVO/FH 400 4X2R                  
319414;VOLVO/FH 400 4X2T                  
319415;VOLVO/FH 400 6X2T                  
319416;VOLVO/FH 400 6X4R                  
319417;VOLVO/FH 400 6X4T                  
319418;VOLVO/FH 440 4X2R                  
319419;VOLVO/FH 440 4X2T                  
319421;VOLVO/FH 440 6X4R                  
319422;VOLVO/FH 440 6X4T                  
319423;VOLVO/FH 480 4X2T                  
319425;VOLVO/FH 480 6X2T                  
319426;VOLVO/FH 480 6X4R                  
319427;VOLVO/FH 480 6X4T                  
319428;VOLVO/FH 520 4X2R                  
319429;VOLVO/FH 520 4X2T                  
319430;VOLVO/FH 520 6X2T                  
319431;VOLVO FH 520 6X4R                  
319432;VOLVO/FH 520 6X4T                  
319434;VOLVO/FM 440 8X4R                  
319435;VOLVO/FM 440 6X4R                  
319436;VOLVO/FM 480 8X4R                  
319437;VOLVO/FM 480 6X4R                  
319439;VOLVO/FM 480 6X4T                  
319442;VOLVO/FM 440 6X4T                  
319445;VOLVO/FM 400 6X4R                  
319446;VOLVO/FM 400 6X4T                  
319451;VOLVO/PM1000TAO 440 CAM            
319454;VOLVO/FM440 RODOCAP CM             
319460;VOLVO/FH12420 RODOCAP CM           
319461;VOLVO/FH 420 6X2T                  
319462;VOLVO/FH 420 4X2T                  
319464;VOLVO/FH 460 6X4T                  
319465;VOLVO/FH 460 6X2T                  
319466;VOLVO/FH 460 4X2T                  
319467;VOLVO/FH 500 6X2T                  
319468;VOLVO/FH 500 6X4R                  
319469;VOLVO/FH 500 6X4T                  
319472;VOLVO/FH 540 6X4T                  
319473;VOLVO/FH 540 4X2T                  
319474;VOLVO/FH 540 6X2T                  
319476;VOLVO/FM 420 8X4R                  
319478;VOLVO/FM 420 6X4T                  
319480;VOLVO/FM 460 6X4T                  
319482;VOLVO/FM 460 6X4R                  
319483;VOLVO/FM 500 8X4R                  
319484;VOLVO/FM 500 6X4T                  
319485;VOLVO/FM 500 6X4R                  
319601;VW/PUMA 3.T                        
319602;VW/PUMA 4.T                        
319699;VW/PUMA                            
319701;VW/VW 11.160                       
319799;VW/VW 11.130                       
319800;VW/31.260CN PMERECHIM 84           
319899;VW/VW 13.130                       
319999;VW/VW 6.80                         
320001;VW/VW 6.90 S                       
320002;VW/VW 6.90 P                       
320004;FORD/CARGO 1215                    
320009;FORD/CARGO 1415                    
320099;VW/VW 6.90                         
320105;I/GM SILVERADO HD                  
320106;I/GM SILVERADO 2500 HD             
320199;GM/CHEVROLET                       
320201;FORD/CARGO 814                     
320202;FORD/CARGO 814 TECAR PAS           
320203;FORD/TUTTO CARGO 2630 4E           
320204;FORD/CARGO 1217                    
320205;FORD CARGO 815                     
320206;FORD/CARGO 2425 SCHWING            
320207;FORD/CARGO 815 MU                  
320208;FORD/CARGO 815 RHINUS800           
320209;FORD/CARBO 3222                    
320210;FORD/CARGO 2631                    
320211;FORD/CARGO 4031                    
320212;FORD/CARGO 2626                    
320213;FORD/CARGO  2622                   
320214;FORD/CARGO 1722                    
320215;FORD/CARGO 1721                    
320216;FORD/CARGO 1731                    
320217;FORD/CARGO 1717                    
320218;FORD/CARGO  816                    
320220;FORD/CARGO 1520                    
320221;FORD/CARGO 4331                    
320222;FORD/CARGO 2421                    
320223;FORD/MULTIEIXO C 2626 4E           
320224;FORD/MULTIEIXO C 2631 4E           
320225;FORD/CARGO 815 S                   
320226;FORD/MULTIEIXO C2622 8X4           
320228;FORD/CARGO 815 E                   
320231;FORD/CARGO 4331 S                  
320232;FORD/CARGO 5031                    
320233;FORD/CARGO 2831                    
320234;FORD/CARGO 5032 E                  
320235;FORD/CARGO 2622 E                  
320236;FORD/CARGO 4432 E                  
320237;FORD/CARGO 2932 E                  
320238;FORD/CARGO 1722 E                  
320239;FORD/CARGO 2422 E                  
320240;FORD/CARGO 2428 E                  
320241;FORD/CARGO 2632 E                  
320242;FORD/CARGO 2628 E                  
320243;FORD/CARGO 815 E TOPLINE           
320244;FORD/MULTIEIXO 2628E 8X4           
320245;FORD/C2628 PMERECHIM 8X4           
320247;FORD/C2428 PMERECHIM 8X2           
320248;FORD/CARGO 4532 E                  
320249;FORD/CARGO 712                     
320251;FORD/CARGO 4432E TOPLINE           
320252;FORD/CARGO 2428E TOPLINE           
320253;FORD/CARGO 2422E TOPLINE           
320254;FORD/CARGO 4532E TOPLINE           
320257;FORD/C2422 PMERECHIM 8X2           
320266;FORD/CARGO BELP SL                 
320267;FORD/CARGO 4331 TOPLINE            
320269;FORD/C2622E PMERECHIM 84           
320270;FORD/C2422E PMERECHIM 82           
320273;FORD/MULTIEIXO 2428E 8X4           
320274;FORD/C4532 TRUKAM CA               
320275;FORD/CARGO 815 DUTRA CD            
320280;FORD/CARGO 2428E MOURA             
320286;FORD/CARGO PARTHENON CAM           
320292;FORD/CARGO 2428E MASTER            
320293;FORD/VIR CARGO 4331S 4X2           
320294;FORD/VIR CARGO 4532E 4X2           
320296;FORD/MULTIEIXO FC6332 CM           
320298;FORD/CARGO 815 TRV FMAXX           
320299;FORD/CARGO                         
320300;M.BENZ/L 1111                      
320301;M.BENZ/1114                        
320399;M.B./M. BENZ 1111                  
320501;VW/VW 22.160 E                     
320502;VW/VW22.140                        
320503;VW/24.330 CRC 6X2                  
320504;VW/25.390 CTC 6X2                  
320505;VW/26.390 CTC 6X4                  
320506;VW/26.280 CRM 6X4                  
320507;VW/24.280 CRM 6X2                  
320508;VW/19.390 CTC 4X2                  
320509;VW/19.330 CTC 4X2                  
320510;VW/8.160 DRC 4X2                   
320511;VW/15.190 CRM 4X2                  
320512;VW/5.150 DRC 4X2                   
320513;VW/31.330 CRC 6X4                  
320514;VW/9.160 DRC 4X2                   
320515;VW/17.330 CRC 4X2                  
320516;VW/10.160 DRC 4X2                  
320517;VW/17.190 CRM 4X2                  
320518;VW/13.190 CRM 4X2                  
320520;VW/24.280 CRM 6X2 4P               
320521;VW/13.190 CRM 4X2 4P               
320522;VW/17.280 CRM 4X2 4P               
320524;MAN/TGX 29.440 6X4 T               
320525;VW/25.390 CTC 6X2                  
320526;VW/19.390 CTC 4X2                  
320527;VW/31.390 CRC 6X4                  
320528;VW/17.190 WORKER                   
320529;VW/13.190 WORKER                   
320530;VW/15.190 WORKER                   
320531;VW/15.190 CRM 4X2 4P               
320532;VW/17.280 CRM 4X2                  
320533;VW/31.280 CRM 6X4                  
320535;VW/31.280 BMB CRM CM               
320536;VW/8.160 RODOMOURA                 
320537;VW/DEL 8.150 RODOMOURA             
320538;VW/17.190 CRM 4X2 4P               
320541;VW/8.160 BLINFORT BD               
320599;VW/VW 22.160                       
320603;M.BENZ/1620 TOPLINE                
320699;M.B./M. BENZ L 1517                
320799;GM/CHEVROLET C 40                  
320899;FORD/CARGO 2217                    
320999;FORD/FORD FT 7000                  
321099;FORD/FORD FT 8000                  
321199;FORD/FORD F 2000                   
321299;ENGESA/EE 15                       
321399;ENGESA/EE 25                       
321499;ENGESA/EE 344                      
321599;ENGESA/EE 50                       
321699;CHRY/DODGE E 11                    
321799;SCANIA/SCANIA LT 75                
321899;M.B./M. BENZ L 1111                
321999;M.B./M. BENZ L 1115                
322099;M.B./M. BENZ L 1317                
322199;M.B./M. BENZ L 1319                
322299;M.B./M. BENZ LA 1111               
322399;M.B./M. BENZ LA 1113               
322499;M.B./M. BENZ LAK 1111              
322599;M.B./M. BENZ LAK 1113              
322699;M.B./M. BENZ LAP 321               
322799;M.B./M. BENZ LAPK 321              
322899;M.B./M. BENZ LAS 1111              
322999;M.B./M. BENZ LAS 1113              
323099;M.B./M. BENZ LK 312                
323199;M.B./M. BENZ LK 1111               
323299;M.B./M. BENZ LK 1317               
323399;M.B./M. BENZ LK 1517               
323499;M.B./M. BENZ LP 321                
323501;M.B./M. BENZ LP 331 S              
323599;M.B./M. BENZ LP 331                
323699;M.B./M. BENZ LP 1520               
323799;M.B./M. BENZ LPK 321               
323801;M.B./M. BENZ LPK 331 S             
323899;M.B./M. BENZ LPK 331               
323999;M.B./M. BENZ LPK 1520              
324099;M.B./M. BENZ LPS 321               
324101;M.B./M. BENZ LPS 331 S             
324199;M.B./M. BENZ LPS 331               
324299;M.B./M. BENZ LPS 1520              
324399;M.B./M. BENZ LS 312                
324499;M.B./M. BENZ LS 1111               
324599;M.B./M. BENZ LS 1316               
324699;M.B./M. BENZ LS 1317               
324701;M.B./M. BENZ LS 1924 A             
324799;M.B./M. BENZ LS 1924               
324899;IMP/OLDMOSBILE                     
324999;IMP/BERNA                          
325099;CHRY/DODGE P 400                   
325199;CHRY/DODGE P 750                   
325299;CHRY/DODGE P 900                   
325399;VW/VW 6.140                        
325499;VW/VW 6.160                        
325501;AGRALE/AGR 1600 A RS               
325502;AGRALE/AGR 1600 A RD               
325503;AGRALE/AGR 1600 D RS               
325504;AGRALE/AGR 1600 D RD               
325505;AGRALE/AGR 1600 D RS 4X4           
325506;AGRALE/AGR 1600 D RD 4X4           
325507;AGRALE/AGR 1600 A RS 4X4           
325508;AGRALE/AGR 1600 A RD 4X4           
325599;AGRALE/AGR 1600                    
325699;SCANIA/SCANIA DS 1115              
325700;SCANIA/C.TRATOR                    
325799;SCANIA/SCANIA T142 H4X2S           
325899;GM/CHEVROLET 19000                 
325999;IMP/SAURER                         
326001;VW/VW 7.90 P                       
326002;VW/VW 7.90 S                       
326003;VW/VW 7.90 S C.E.                  
326004;VW/8.140                           
326005;VW/8.140 CE                        
326006;VW/8.130 CE                        
326007;VW/8.100                           
326008;VW/8.140 TECAR PAS 3500            
326010;VW/8.150E INBRA BD                 
326099;VW/VW 7.90                         
326199;M.B./M. BENZ L 708 E               
326299;M.B./M. BENZ L 1114                
326399;M.B./M. BENZ L 1118                
326400;M. BENZ / 1318                     
326499;M.B./M. BENZ L 1318                
326500;M.BENZ/L 1518                      
326501;M.BENZ/1518                        
326599;M.B./M. BENZ L 1518                
326699;M.B./M. BENZ L 2014                
326799;M.B./M. BENZ L 2214                
326899;M.B./M. BENZ L 2217                
326999;M.B./M. BENZ L 2220                
327099;M.B./M. BENZ LB 2214               
327199;M.B./M. BENZ LB 2217               
327299;M.B./M. BENZ LB 2220               
327399;M.B./M. BENZ LK 1114               
327499;M.B./M. BENZ LK 1118               
327599;M.B./M. BENZ LK 1318               
327699;M.B./M. BENZ LK 1518               
327799;M.B./M. BENZ LK 2214               
327899;M.B./M. BENZ LK 2217               
327999;M.B./M. BENZ LK 2220               
328099;M.B./M. BENZ LS 1114               
328199;M.B./M. BENZ LS 1318               
328299;M.B./M. BENZ LS 1525               
328300;M.BENZ/AXOR 1933                   
328301;M.BENZ/AXOR 2533                   
328302;M.BENZ/AXOR 3344 K                 
328303;M.BENZ/AXOR 3344                   
328304;M.BENZ/AXOR 3340 K                 
328305;M.BENZ/AXOR 2040 S                 
328306;M.BENZ/AXOR 3340 S                 
328307;M.BENZ/AXOR 3344 S                 
328308;M.BENZ/AXOR 2035 S                 
328309;M.BENZ/AXOR 2044 S                 
328310;M.BENZ/AXOR 3340                   
328311;M.BENZ/AXOR 2544 S                 
328312;M.BENZ/AXOR 2640 S                 
328313;M.BENZ/AXOR 2644 S                 
328314;M.BENZ/AXOR 2540 S                 
328315;M.BENZ/AXOR 2828 K                 
328316;M.BENZ/AXOR 2831                   
328318;M.BENZ/AXOR 4140 K                 
328322;M.BENZ/AXOR 4144 K                 
328323;M.BENZ/AXOR 2831 K                 
328324;M.BENZ/AXOR 2831 B                 
328325;M.BENZ/AXOR 2826                   
328326;M.BENZ/AXOR 2826 K                 
328327;M.BENZ/AXOR 2826 B                 
328328;MBENZ/MULTIEIXO 2831 8X4           
328329;M.BENZ/MULTIEIXO 25338X4           
328330;M.BENZ/AXOR LOC TRATOR             
328331;M.BENZ/AXOR LOC CAMINHAO           
328332;M.BENZ/AXOR 2831 MASTER            
328333;I/M.BENZ ZOOMLION 3341             
328334;M.BENZ/MULTIEIXO 2831 CM           
328336;M.BENZ/AXOR 2535 S                 
328350;M.BENZ/3344 CAREZIA CM             
328351;M.BENZ/AXOR 2041 S                 
328352;M.BENZ/ATEGO 1719                  
328353;M.BENZ/AXOR 2536 S                 
328354;M.BENZ/AXOR 2541 S                 
328355;M.BENZ/ATEGO 2429                  
328356;M.BENZ/ATRON 1635 S                
328358;M.BENZ/AXOR 3341 6X4               
328359;M.BENZ/AXOR 2641 S 6X4             
328360;M.BENZ/ATEGO 1729 S                
328365;M.BENZ/ATRON 1719 K                
328366;M.BENZ/ATRON 1719                  
328399;M.B./M. BENZ LS 1933               
328499;M.B./M. BENZ LS 1934               
328501;FORD/CARGO 1618 T                  
328502;FORD/CARGO 1630                    
328506;FORD/CARGO 816 RODOMOURA           
328599;FORD/CARGO 1618                    
328699;GM/CHEVROLET D 60                  
328701;INVEL/INVEL MICROVAN               
328799;INVEL/INVEL                        
328899;FORD/CARGO 1215                    
328999;FORD/CARGO 1218                    
329099;FORD/CARGO 1415                    
329101;FORD/CARGO 1421                    
329102;FORD/CARGO 1621                    
329199;FORD/CARGO 1418                    
329201;FORD/CARGO 1615 T                  
329202;FORD/CARGO 1422                    
329203;FORD/CARGO 2425                    
329204;FORD/TUTTO CARGO 2425 4E           
329205;FORD/MULTIEIX CARGO 2425           
329206;FORD/MULTIEIXO 6332E 8X4           
329299;FORD/CARGO 1615                    
329301;VW/12.140 H                        
329302;VW/12 140T                         
329303;VW/12170 BT                        
329399;VW/VW 12.140                       
329401;VW/14.150                          
329402;VW/14.200                          
329403;VW/14.220                          
329404;VW/14.170 BT                       
329499;VW/VW 14.140                       
329599;VW/VW 12.160                       
329699;SCANIA/SCANIA T142 H4X2            
329701;FORD/F14000 HD                     
329702;FORD/F14000 160                    
329703;FORD/F14000 210                    
329799;FORD/FORD F 14000                  
329801;GM/CHEVROLET C 7803                
329899;GM/CHEVROLET D 7803                
329999;M.B./M. BENZ L 1314                
330099;M.B./M. BENZ L 1514                
330199;M.B./M. BENZ L 1520                
330299;M.B./M. BENZ LA 1314               
330399;M.B./M. BENZ LA 1317               
330499;M.B./M. BENZ LAK 1314              
330599;M.B./M. BENZ LAK 1317              
330699;M.B./M. BENZ LK 1314               
330799;M.B./M. BENZ LK 1514               
330801;M.BENZ/LK 2635 6X4                 
330802;M.BENZ/L 2638                      
330803;M.BENZ/LK 2638                     
330804;M.BENZ/LS 2638                     
330807;M.BENZ/TRUCKSREIS LS2638           
330810;M.BENZ/2638 LM CAMINHAO            
330813;M.BENZ/LK2638 SAOJOAO CM           
330814;M.BENZ/L2638 SAOJOAO CM            
330816;M.BENZ/LK 2635 ROSSETTI            
330824;M.BENZ/LS2638 FERRARI CP           
330899;M.B./M. BENZ LK 1520               
330999;M.B./M. BENZ LS 1520               
331001;M.BENZ/LS 2635 6X4                 
331002;M.BENZ/2635 PM1000TAO              
331099;M.B./M. BENZ LS 1930               
331199;GM/CHEVROLET C 60                  
331201;GM/CHEVROLET 2200 CUSTON           
331299;GM/CHEVROLET 22000                 
331399;IMP/GALION                         
331401;VW/VW E 11                         
331402;VW/VW E 21                         
331403;VW/16.200                          
331404;VW/8.150                           
331405;VW/12.180                          
331406;VW/14.180                          
331407;VW/8.120                           
331408;VW/13.150                          
331409;VW/15.180                          
331410;VW/17.300                          
331411;VW/15.170                          
331412;VW/13.170                          
331413;VW/17.210 MOTOR MWM                
331414;VW/17.210 MOTOR CUMMINS            
331415;VW/13.180                          
331416;VW/40.300SC                        
331417;VW/17.220                          
331418;VW/26.300                          
331419;VW/8.120 TECAR PAS3500             
331420;VW/8.150 TECAR PAS3500             
331421;VW/15.170 4X4                      
331422;VW/15.180 4X4                      
331424;VW/17.210 EQUITRAN CH15            
331425;VW/17,210 EQUITRAN CH20            
331426;VW/17,210 EQUITRAN CH20            
331427;VW/17.220 TRATOR                   
331428;VW/8.150-CUMMINS                   
331429;VW/17.250 E                        
331430;VW/15.170 E                        
331431;VW/17.250 E-TRATOR                 
331432;VW/17.210 TRATOR MWM               
331433;VW/17.210 TRATOR CUMMINS           
331434;VW/13.170 E                        
331440;VW/9.150E CUMMINS                  
331441;VW/8.120 EURO3                     
331442;VW/8.150E DELIVERY                 
331443;VW/5.140OE DELIVERY                
331444;VW/17.220 T.EURO3 WORKER           
331446;VW/26.220 EURO3 WORKER             
331447;VW/17.220 EURO3 WORKER             
331448;VW/24.220 EURO3 WORKER             
331449;VW/17.180 EURO3 WORKER             
331450;VW/13.180 EURO3 WORKER             
331451;VW/15.180 EURO3 WORKER             
331452;VW/31.320 CNC T 6X4                
331455;VW/17.250 CLC TRATOR               
331456;VW/17.250 CNC TRATOR               
331458;VW/31.370 CNM T 6X4                
331459;VW/19.370 CLM T 4X2                
331460;VW/19.370 CNM T 4X2                
331461;VW/9.150 BLINFORT                  
331462;VW/8.120 DUTRA CD                  
331463;VW/MULTIEIXO 19320 PLAT            
331464;VW/PM1000TAO CAM 3E                
331465;VW/17.250 CL RODOEIXO CA           
331467;VW/19370CNMT SAOJOAO CP            
331468;VW/19320CNCTT SAOJOAO CP           
