Nome_Compl;codlog;codlog5;FromLeft;ToLeft;FromRight;ToRight;tipo;titulo;preposicao;nome;codseg;classif4;gets;dets; ID ; ID_2 ;Via;Início;Fim;Sentido;Ext___Km_;Caracterís;horario
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000832;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000833;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000834;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000835;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000836;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000837;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000838;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000839;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000840;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000841;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000842;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000843;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000844;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000845;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000846;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000847;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000848;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000849;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000850;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000851;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000852;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000853;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000854;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000855;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000856;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000857;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000858;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000859;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000860;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000861;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000862;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000863;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000864;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000865;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814158;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814158;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814045;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV BRIG FARIA LIMA;068977;06897;883;883;0;0;AV;BRIG;;FARIA LIMA;SG068977005;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1191;1911;0;0;AV;BRIG;;FARIA LIMA;SG068977006;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1237;1323;0;0;AV;BRIG;;FARIA LIMA;SG068977007;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1383;1399;0;0;AV;BRIG;;FARIA LIMA;SG068977008;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1445;1501;0;0;AV;BRIG;;FARIA LIMA;SG068977009;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1533;1575;0;0;AV;BRIG;;FARIA LIMA;SG068977010;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1631;1681;0;0;AV;BRIG;;FARIA LIMA;SG068977011;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1705;1745;0;0;AV;BRIG;;FARIA LIMA;SG068977012;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;1773;1829;0;0;AV;BRIG;;FARIA LIMA;SG068977013;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;9;1899;0;0;AV;BRIG;;FARIA LIMA;SG068977014;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;2075;2121;0;0;AV;BRIG;;FARIA LIMA;SG068977015;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;2161;2215;0;0;AV;BRIG;;FARIA LIMA;SG068977016;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;2217;2601;0;0;AV;BRIG;;FARIA LIMA;SG068977017;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;774;774;AV;BRIG;;FARIA LIMA;SG068977026;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;830;864;AV;BRIG;;FARIA LIMA;SG068977027;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;866;1000;AV;BRIG;;FARIA LIMA;SG068977028;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1046;1134;AV;BRIG;;FARIA LIMA;SG068977029;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1166;1252;AV;BRIG;;FARIA LIMA;SG068977030;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1270;1286;AV;BRIG;;FARIA LIMA;SG068977031;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1288;1318;AV;BRIG;;FARIA LIMA;SG068977032;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1344;1390;AV;BRIG;;FARIA LIMA;SG068977033;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1458;1520;AV;BRIG;;FARIA LIMA;SG068977034;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1540;1600;AV;BRIG;;FARIA LIMA;SG068977035;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1618;1700;AV;BRIG;;FARIA LIMA;SG068977036;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1734;1798;AV;BRIG;;FARIA LIMA;SG068977037;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1182;1420;AV;BRIG;;FARIA LIMA;SG068977038;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;1422;1886;AV;BRIG;;FARIA LIMA;SG068977039;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;0;0;AV;BRIG;;FARIA LIMA;SG068977040;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;2003;2007;2000;2020;AV;BRIG;;FARIA LIMA;SG068977041;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;2100;2262;AV;BRIG;;FARIA LIMA;SG068977042;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;0;0;2384;2420;AV;BRIG;;FARIA LIMA;SG068977043;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
AV BRIG FARIA LIMA;068977;06897;709;817;0;0;AV;BRIG;;FARIA LIMA;SG068977004;Arterial I;OE;OE 1; 4 ; 4 ;Av. Brigadeiro Faria Lima;R. dos Pinheiros;R. Gumercindo Saraiva;duplo;1,6;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00;2ª à 6ª - 7h00 às 20h00 -    Sáb 7h00 às 14h00
R BRIG GAVIAO PEIXOTO;078417;07841;19;113;32;74;R;BRIG;;GAVIAO PEIXOTO;SG078417002;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
R BRIG GAVIAO PEIXOTO;078417;07841;123;265;76;310;R;BRIG;;GAVIAO PEIXOTO;SG078417003;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
R BR DE JUNDIAI;113670;11367;177;235;270;344;R;BR;DE;JUNDIAI;SG113670003;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
R BR DE JUNDIAI;113670;11367;237;459;412;448;R;BR;DE;JUNDIAI;SG113670004;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
R BR DE JUNDIAI;113670;11367;471;545;468;548;R;BR;DE;JUNDIAI;SG113670005;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
R BRIG GAVIAO PEIXOTO;078417;07841;7;17;0;0;R;BRIG;;GAVIAO PEIXOTO;SG078417001;Arterial II;NO;NO 1; 5 ; 5 ;Av. Brigadeiro Gavião Peixoto / R. Barão de Jundiaí;Av. Mercedes;R. Domingos Rodrigues;centro;0,6;;
AV BRIG LUIS ANTONIO;121657;12165;0;0;0;0;AV;BRIG;;LUIS ANTONIO;SG121657006;Arterial II;CN;CN 3; 6 ; 6 ;Av. Brigadeiro Luís Antonio;R. Aguiar de Barros;R. Santo Amaro;bairro;0,3;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;0;0;0;0;AV;BRIG;;LUIS ANTONIO;SG121657007;Arterial II;CN;CN 3; 6 ; 6 ;Av. Brigadeiro Luís Antonio;R. Aguiar de Barros;R. Santo Amaro;bairro;0,3;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;0;0;0;0;AV;BRIG;;LUIS ANTONIO;SG121657008;Arterial II;CN;CN 3; 6 ; 6 ;Av. Brigadeiro Luís Antonio;R. Aguiar de Barros;R. Santo Amaro;bairro;0,3;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;683;703;0;0;AV;BRIG;;LUIS ANTONIO;SG121657009;Arterial II;SO;SO 1; 6 ; 6 ;Av. Brigadeiro Luís Antonio;R. Aguiar de Barros;R. Santo Amaro;bairro;0,3;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;369;613;454;580;AV;BRIG;;LUIS ANTONIO;SG121657005;Arterial II;CN;CN 3; 6 ; 6 ;Av. Brigadeiro Luís Antonio;R. Aguiar de Barros;R. Santo Amaro;bairro;0,3;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;1955;1971;1840;1984;AV;BRIG;;LUIS ANTONIO;SG121657025;Arterial II;SO;SO 1; 7 ; 7 ;Av. Brigadeiro Luís Antonio;R. dos Ingleses;Al. Santos;bairro;0,7;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;1973;2071;2020;2086;AV;BRIG;;LUIS ANTONIO;SG121657026;Arterial II;SO;SO 1; 7 ; 7 ;Av. Brigadeiro Luís Antonio;R. dos Ingleses;Al. Santos;bairro;0,7;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;2135;2231;2124;2228;AV;BRIG;;LUIS ANTONIO;SG121657027;Arterial II;SO;SO 1; 7 ; 7 ;Av. Brigadeiro Luís Antonio;R. dos Ingleses;Al. Santos;bairro;0,7;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;575;2401;2294;2382;AV;BRIG;;LUIS ANTONIO;SG121657028;Arterial II;SO;SO 1; 7 ; 7 ;Av. Brigadeiro Luís Antonio;R. dos Ingleses;Al. Santos;bairro;0,7;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;1733;1895;1740;1838;AV;BRIG;;LUIS ANTONIO;SG121657024;Arterial II;SO;SO 1; 7 ; 7 ;Av. Brigadeiro Luís Antonio;R. dos Ingleses;Al. Santos;bairro;0,7;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;2993;3029;2986;3072;AV;BRIG;;LUIS ANTONIO;SG121657032;Arterial II;SO;SO 1; 8 ; 8 ;Av. Brigadeiro Luís Antonio;Al. Jaú;R. Caconde;bairro;0,9;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;3031;3121;3092;3108;AV;BRIG;;LUIS ANTONIO;SG121657033;Arterial II;SO;SO 1; 8 ; 8 ;Av. Brigadeiro Luís Antonio;Al. Jaú;R. Caconde;bairro;0,9;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;3145;3183;3110;3196;AV;BRIG;;LUIS ANTONIO;SG121657034;Arterial II;SO;SO 1; 8 ; 8 ;Av. Brigadeiro Luís Antonio;Al. Jaú;R. Caconde;bairro;0,9;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;3185;3291;3226;3252;AV;BRIG;;LUIS ANTONIO;SG121657035;Arterial II;SO;SO 1; 8 ; 8 ;Av. Brigadeiro Luís Antonio;Al. Jaú;R. Caconde;bairro;0,9;Faixas Exclusivas no Contra-Fluxo;
AV BRIG LUIS ANTONIO;121657;12165;3333;3347;3254;3316;AV;BRIG;;LUIS ANTONIO;SG121657036;Arterial II;SO;SO 1; 8 ; 8 ;Av. Brigadeiro Luís Antonio;Al. Jaú;R. Caconde;bairro;0,9;Faixas Exclusivas no Contra-Fluxo;
