Nome_Compl;codlog;codlog5;FromLeft;ToLeft;FromRight;ToRight;tipo;titulo;preposicao;nome;codseg;classif4;gets;dets; ID ; ID_2 ;Via;Início;Fim;Sentido;Ext___Km_;Caracterís;horario
AV DO RIO BONITO;171107;17110;1197;1223;1176;1234;AV;;DO;RIO BONITO;SG171107014;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1225;1269;1260;1270;AV;;DO;RIO BONITO;SG171107015;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1271;1305;1272;1354;AV;;DO;RIO BONITO;SG171107016;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1307;1365;1374;1382;AV;;DO;RIO BONITO;SG171107017;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1431;1431;1384;1396;AV;;DO;RIO BONITO;SG171107018;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;1506;1522;AV;;DO;RIO BONITO;SG171107020;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;1524;1538;AV;;DO;RIO BONITO;SG171107021;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1697;1709;1540;1650;AV;;DO;RIO BONITO;SG171107022;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1711;1713;1710;1712;AV;;DO;RIO BONITO;SG171107023;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1715;1751;1714;1740;AV;;DO;RIO BONITO;SG171107024;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1827;1877;1836;1926;AV;;DO;RIO BONITO;SG171107025;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1879;1955;1960;1968;AV;;DO;RIO BONITO;SG171107026;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1973;2057;1970;2046;AV;;DO;RIO BONITO;SG171107027;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2072;2100;AV;;DO;RIO BONITO;SG171107028;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2102;2124;AV;;DO;RIO BONITO;SG171107029;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2134;2154;AV;;DO;RIO BONITO;SG171107031;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2241;2777;2156;2274;AV;;DO;RIO BONITO;SG171107032;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2825;2825;3000;3000;AV;;DO;RIO BONITO;SG171107033;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;0;0;AV;;DO;RIO BONITO;SG171107034;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2300;2320;AV;;DO;RIO BONITO;SG171107035;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2359;2423;2322;2360;AV;;DO;RIO BONITO;SG171107036;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2002;2010;AV;;DO;RIO BONITO;SG171107039;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2579;2663;2628;2662;AV;;DO;RIO BONITO;SG171107040;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2700;2704;AV;;DO;RIO BONITO;SG171107041;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;261;335;186;344;R;;;OLIVIA GUEDES PENTEADO;SG127515003;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;337;729;0;0;R;;;OLIVIA GUEDES PENTEADO;SG127515004;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;371;375;0;0;R;;;OLIVIA GUEDES PENTEADO;SG127515005;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;377;383;414;414;R;;;OLIVIA GUEDES PENTEADO;SG127515006;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;411;445;0;0;R;;;OLIVIA GUEDES PENTEADO;SG127515007;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;455;523;490;534;R;;;OLIVIA GUEDES PENTEADO;SG127515008;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;515;529;626;640;R;;;OLIVIA GUEDES PENTEADO;SG127515009;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;535;645;648;658;R;;;OLIVIA GUEDES PENTEADO;SG127515011;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;665;703;660;720;R;;;OLIVIA GUEDES PENTEADO;SG127515012;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;731;731;668;758;R;;;OLIVIA GUEDES PENTEADO;SG127515013;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;759;801;712;746;R;;;OLIVIA GUEDES PENTEADO;SG127515014;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;803;963;748;876;R;;;OLIVIA GUEDES PENTEADO;SG127515015;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;1111;1155;878;1204;R;;;OLIVIA GUEDES PENTEADO;SG127515016;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;1157;1219;1248;1260;R;;;OLIVIA GUEDES PENTEADO;SG127515017;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;965;1473;1262;1432;R;;;OLIVIA GUEDES PENTEADO;SG127515018;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2457;2457;0;0;AV;;DO;RIO BONITO;SG171107038;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1457;1471;1398;1440;AV;;DO;RIO BONITO;SG171107019;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;1457;1471;1398;1440;AV;;DO;RIO BONITO;SG171107019;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
R OLIVIA GUEDES PENTEADO;127515;12751;531;533;642;646;R;;;OLIVIA GUEDES PENTEADO;SG127515010;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;2126;2132;AV;;DO;RIO BONITO;SG171107030;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;0;0;0;0;AV;;DO;RIO BONITO;SG171107037;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;2457;2457;0;0;AV;;DO;RIO BONITO;SG171107038;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV DO RIO BONITO;171107;17110;785;843;674;802;AV;;DO;RIO BONITO;SG171107008;Arterial II;SU;SU 3; 24 ; 24 ;Av. do Rio Bonitp / Av. Olivia Guedes Penteado;Av. Interlagos;Av. Atlântica;duplo;3,6;;
AV GIOVANNI GRONCHI;080004;08000;6407;6433;0;0;AV;;;GIOVANNI GRONCHI;SG080004033;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GIOVANNI GRONCHI;080004;08000;6435;6775;6582;6582;AV;;;GIOVANNI GRONCHI;SG080004034;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GIOVANNI GRONCHI;080004;08000;6675;6741;6700;6700;AV;;;GIOVANNI GRONCHI;SG080004059;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GIOVANNI GRONCHI;080004;08000;6743;6755;0;0;AV;;;GIOVANNI GRONCHI;SG080004060;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GIOVANNI GRONCHI;080004;08000;6757;6825;0;0;AV;;;GIOVANNI GRONCHI;SG080004061;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GIOVANNI GRONCHI;080004;08000;6317;6405;6328;6328;AV;;;GIOVANNI GRONCHI;SG080004032;Arterial II;SO;SO 3; 25 ; 25 ;Av. Giovanni Gronchi;Av. Carlos Caldeira Filho;R. Alexandre Archipenko;centro;0,5;;
AV GUILHERME COTCHING;084786;08478;0;0;704;840;AV;;;GUILHERME COTCHING;SG084786004;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;866;1008;AV;;;GUILHERME COTCHING;SG084786005;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1032;1170;AV;;;GUILHERME COTCHING;SG084786006;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1200;1342;AV;;;GUILHERME COTCHING;SG084786007;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1384;1474;AV;;;GUILHERME COTCHING;SG084786008;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1528;1582;AV;;;GUILHERME COTCHING;SG084786009;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;0;0;AV;;;GUILHERME COTCHING;SG084786010;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;0;0;AV;;;GUILHERME COTCHING;SG084786011;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1746;1834;AV;;;GUILHERME COTCHING;SG084786012;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;1874;1994;AV;;;GUILHERME COTCHING;SG084786013;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;685;0;0;AV;;;GUILHERME COTCHING;SG084786018;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;841;0;0;AV;;;GUILHERME COTCHING;SG084786019;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;997;0;0;AV;;;GUILHERME COTCHING;SG084786020;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1177;0;0;AV;;;GUILHERME COTCHING;SG084786021;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1345;0;0;AV;;;GUILHERME COTCHING;SG084786022;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1497;0;0;AV;;;GUILHERME COTCHING;SG084786023;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1559;0;0;AV;;;GUILHERME COTCHING;SG084786024;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1613;0;0;AV;;;GUILHERME COTCHING;SG084786025;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1763;0;0;AV;;;GUILHERME COTCHING;SG084786026;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;1843;0;0;AV;;;GUILHERME COTCHING;SG084786027;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;2003;0;0;AV;;;GUILHERME COTCHING;SG084786028;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV GUILHERME COTCHING;084786;08478;0;0;536;670;AV;;;GUILHERME COTCHING;SG084786003;Arterial I;CN;CN 2; 26 ; 26 ;Av. Guilherme Cotching;R. Araritaguaba;R. Antonio Fonseca;centro;1,5;2ª à 6ª - 6h00 às 10h00;2ª à 6ª - 6h00 às 10h00
AV INTERLAGOS;092207;09220;5809;5821;0;0;AV;;;INTERLAGOS;SG092207075;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;5823;5835;0;0;AV;;;INTERLAGOS;SG092207076;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;5837;6295;0;0;AV;;;INTERLAGOS;SG092207077;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;6300;6412;AV;;;INTERLAGOS;SG092207078;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;6524;6646;AV;;;INTERLAGOS;SG092207079;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;6720;6720;AV;;;INTERLAGOS;SG092207080;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;0;0;AV;;;INTERLAGOS;SG092207087;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;6395;6537;0;0;AV;;;INTERLAGOS;SG092207088;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;6609;6659;0;0;AV;;;INTERLAGOS;SG092207089;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;6671;6743;0;0;AV;;;INTERLAGOS;SG092207090;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;0;0;AV;;;INTERLAGOS;SG092207085;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;0;0;0;0;AV;;;INTERLAGOS;SG092207086;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;5709;5711;5980;5980;AV;;;INTERLAGOS;SG092207073;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV INTERLAGOS;092207;09220;5713;5807;6092;6208;AV;;;INTERLAGOS;SG092207074;Arterial I;SU;SU 3; 27 ; 27 ;Av. Interlagos;Av. do Rio Bonito;Pça. Moscou;bairro;0,8;;
AV IPIRANGA;092762;09276;997;997;0;0;AV;;;IPIRANGA;SG092762012;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;0;0;0;0;AV;;;IPIRANGA;SG092762013;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;1051;1165;0;0;AV;;;IPIRANGA;SG092762014;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;1179;1273;0;0;AV;;;IPIRANGA;SG092762015;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;0;0;0;0;AV;;;IPIRANGA;SG092762016;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;855;933;0;0;AV;;;IPIRANGA;SG092762011;Arterial I;CN;CN 3; 28 ; 28 ;Av. Ipiranga;R. dos Andradas;Av. São João;Único;0,5;Rótula - Pista da direita;
AV IPIRANGA;092762;09276;303;367;252;376;AV;;;IPIRANGA;SG092762009;Coletora I;CN;CN 3; 29 ; 29 ;Av. Ipiranga;Av. São Luís;R. da Consolação;bairro;0,3;pista da esquerda;
AV IPIRANGA;092762;09276;67;135;80;120;AV;;;IPIRANGA;SG092762007;Coletora I;CN;CN 3; 29 ; 29 ;Av. Ipiranga;Av. São Luís;R. da Consolação;bairro;0,3;pista da esquerda;
AV IPIRANGA;092762;09276;67;135;80;120;AV;;;IPIRANGA;SG092762007;Coletora I;CN;CN 3; 29 ; 29 ;Av. Ipiranga;Av. São Luís;R. da Consolação;bairro;0,3;pista da esquerda;
AV IPIRANGA;092762;09276;0;0;200;250;AV;;;IPIRANGA;SG092762008;Coletora I;CN;CN 3; 29 ; 29 ;Av. Ipiranga;Av. São Luís;R. da Consolação;bairro;0,3;pista da esquerda;
AV ITAQUERA;095800;09580;1045;1045;706;3032;AV;;;ITAQUERA;SG095800002;Arterial I;SE;SE 1; 30 ; 30 ;Av. Itaquera / Av. Líder;Av. Aricanduva;R. Harri Dannemberg;duplo;6,3;;
AV ITAQUERA;095800;09580;0;0;0;0;AV;;;ITAQUERA;SG095800003;Arterial I;SE;SE 1; 30 ; 30 ;Av. Itaquera / Av. Líder;Av. Aricanduva;R. Harri Dannemberg;duplo;6,3;;
AV ITAQUERA;095800;09580;991;3335;970;1604;AV;;;ITAQUERA;SG095800004;Arterial I;SE;SE 1; 30 ; 30 ;Av. Itaquera / Av. Líder;Av. Aricanduva;R. Harri Dannemberg;duplo;6,3;;
AV ITAQUERA;095800;09580;0;0;1494;3324;AV;;;ITAQUERA;SG095800005;Arterial I;SE;SE 1; 30 ; 30 ;Av. Itaquera / Av. Líder;Av. Aricanduva;R. Harri Dannemberg;duplo;6,3;;
AV ITAQUERA;095800;09580;114;3427;14;1650;AV;;;ITAQUERA;SG095800006;Arterial I;SE;SE 1; 30 ; 30 ;Av. Itaquera / Av. Líder;Av. Aricanduva;R. Harri Dannemberg;duplo;6,3;;
